"ID";"P02_A";"P03";"P04_A";"P04_B";"P05";"P06_A";"P06_B";"P07";"P08_A";"P08_B";"P09";"P10";"P11";"P12";"P13_A";"P13_B";"P14";"P15";"P16_A";"P16_B";"P17";"P18";"P19_B";"P19_C";"P19_D";"P19_E";"P20";"P21_A";"P21_B_1";"P21_B_2";"P21_B_3";"P21_B_4";"P21_B_5";"P21_B_6";"P21_B_7";"P21_8A";"P21_8B";"P21_B_9";"P21_B_10";"P21_B_11";"P21_B_12";"P22";"P23_A";"P23_B";"P23_C";"P23_D";"P23_E";"P23_F";"P23_G";"P23_H";"P23_I";"P24_A";"P24_B";"P24_C";"P24_D";"P25_A";"P25_B";"P25_E";"P26";"P27_A";"V05";"V07";"V08_A";"V08_B";"V09_A";"V09_B";"V09_C";"V09_D";"V10";"V11";"V12_1";"V12_2";"V12_3";"V12_4";"VD_P27_B";"VD12_5";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"5008";35;2;2;;4;5;1;2;2;2;2;2;3;3;2;;1;2;2;1;1;2;2;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;2;1;1;2;1;2;2;4;2;1;1;2;1;2;2;2;;1;2;0;0;0;0;;1;3;2;1;2;3;2;1;1;1;37266731,3639616;14370447,1480955;36770761,9610572;11642723,335758;14459139,9055021;16,2360134171844;713074,274809955
"5009";21;97;2;;4;1;;3;97;2;2;2;3;3;2;;1;2;2;2;1;2;1;2;2;1;1;1;2;1;2;1;2;2;1;1;1;1;2;1;2;2;;;;;;;;;;97;1;1;2;2;2;2;4;97;1;3;3;2;2;2;2;;2;97;0;0;0;0;;1;2;1;3;2;3;2;97;2;3;22937254,8699374;13054252,8137814;27097050,3254786;7314042,008035;10694694,8990073;2,87806989698184;87109,2175853011
"5010";15;2;1;1;3;5;5;1;2;2;2;2;3;2;2;;2;2;1;2;1;4;2;2;2;1;1;1;2;2;2;1;1;2;1;2;2;1;2;1;2;1;2;2;2;2;2;2;3;3;2;1;1;1;2;2;2;2;4;1;1;3;3;1;1;;;6;4;2;0;0;0;0;1;1;1;1;3;3;1;1;1;3;1;6858908,59017553;4671519,09130945;9643625,74810525;4331620,75185869;4488406,66344907;0,117290313156604;6280,77982988627
"5011";27;2;1;97;3;5;5;3;2;2;3;3;5;3;1;2;1;3;2;97;1;6;2;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;97;1;1;2;1;1;2;2;2;2;3;3;1;1;;;5;2;97;0;0;0;0;;1;2;1;3;3;1;1;97;2;2;20907410,4102155;13054252,8137814;27097050,3254786;12966305,9052789;14013646,6711406;0,194395766255748;9346,69755711498
"5012";17;2;1;2;3;5;5;2;2;2;2;3;1;3;2;;2;3;1;2;1;1;2;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;1;2;2;;;;;;;;;;2;1;2;2;1;2;1;4;1;1;3;3;1;2;1;;3;2;2;0;0;0;0;1;1;1;1;3;3;1;1;1;2;2;6858908,59017553;4671519,09130945;9643625,74810525;4331620,75185869;5475108,39068382;0,117290313156604;6245,79712168841
"5013";31;2;2;;1;3;;1;97;2;3;2;3;2;1;2;1;2;2;1;2;6;2;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;;;;;;;;;;2;2;2;2;1;1;2;4;2;2;3;3;1;1;;;5;5;2;0;0;0;0;;1;3;2;3;3;1;1;1;3;2;34307260,1788924;14370447,1480955;26349818,4883615;23585402,4563219;28238670,7866954;2,07694757223493;49358,8937807569
"5014";41;2;2;;4;1;;2;1;2;3;3;1;3;2;;1;3;2;1;1;5;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;1;4;2;1;1;3;1;2;2;2;;1;3;0;0;0;0;;1;4;5;1;3;3;2;2;1;2;12236801,2346068;4913423,03593019;17810307,5704317;6877258,89129001;10688606,2270338;1,51439997460395;22526,7519861119
"5015";53;2;2;;4;1;;2;2;1;2;2;1;3;1;2;1;2;2;2;1;3;2;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;2;;;;;;;;;;2;1;2;2;2;2;2;4;1;1;3;3;2;1;;;3;1;2;1;0;0;1;1;0;5;2;3;2;1;1;1;1;3;6471216,17364217;2714476,69930958;6771368,0568895;2242377,00963367;5140756,49169244;0,99908120551536;11145,5276904031
"5016";42;1;2;;2;5;5;2;97;97;2;2;3;1;1;2;1;1;2;1;1;6;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;;;;;;;;;;2;1;1;2;1;1;2;4;2;1;1;3;2;1;;;1;4;3;0;0;0;0;;1;4;1;1;2;1;1;2;3;2;12236801,2346068;6174721,93567261;17810307,5704317;4315929,72711517;10688606,2270338;0,716100169557645;38715,311015027
"5017";13;97;1;1;2;5;4;1;1;1;3;3;1;3;1;2;1;3;2;97;1;6;2;2;2;2;1;1;2;97;97;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;3;2;1;3;3;1;1;1;2;2;2;2;97;2;1;1;4;2;1;;;5;2;97;0;0;0;0;;1;1;2;1;4;1;1;97;2;3;6858908,59017553;2888659,36430057;2582600,48691994;2399410,71828191;3668531,91805448;0,434760414582168;4518,85481556681
"5018";11;2;1;2;3;1;;2;2;2;2;2;1;3;1;2;1;2;2;1;1;3;1;1;1;1;2;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;;;;;;;;;;1;2;2;2;2;2;2;4;2;2;3;4;1;1;;;1;1;4;0;0;0;0;;1;1;2;3;4;1;1;3;1;2;6773138,38201185;2888659,36430057;9643625,74810525;2399410,71828191;5475108,39068382;0,131557759684479;2487,0941867566
"5019";13;2;97;;2;3;;2;2;2;3;3;3;3;1;2;1;3;1;2;1;3;2;2;2;1;1;2;;;;;;;;;;;;;;1;1;2;2;1;3;1;2;1;3;1;1;97;2;97;2;2;1;2;1;3;4;2;2;2;1;;1;2;0;0;0;0;;1;1;2;3;4;2;2;1;1;3;6858908,59017553;2888659,36430057;9643625,74810525;2399410,71828191;3668531,91805448;0,434760414582168;3628,56091615961
"5020";15;1;2;;3;1;;2;2;2;3;1;1;3;2;;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;1;2;;;;;;;;;;2;2;1;1;2;2;1;2;1;2;3;2;1;1;;;5;2;1;0;0;0;0;97;1;1;3;3;2;1;1;1;2;2;6773138,38201185;2440573,74107289;9643625,74810525;2424907,60474098;5475108,39068382;0,28071954378212;7000,45227699402
"5021";53;2;2;;4;1;;3;2;2;2;2;1;2;2;;97;2;2;1;1;2;2;2;2;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;2;1;2;2;2;2;1;4;2;1;3;2;2;1;;;5;1;2;97;97;97;97;;97;5;3;3;1;1;1;1;1;3;6471216,17364217;2338299,3457835;6771368,0568895;3421799,78169772;5140756,49169244;0,33302706850512;5601,49379567237
"5022";11;1;2;;4;1;;3;2;2;3;3;97;3;2;;2;3;2;1;97;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;1;4;2;1;3;1;;2;2;2;;2;97;0;0;0;0;;1;1;5;3;1;3;2;97;2;1;6858908,59017553;1880529,03586771;9643625,74810525;4476107,8973058;4488406,66344907;0,131557759684479;5778,62422342279
"5023";27;2;1;2;4;3;;2;1;2;3;3;4;3;2;;1;3;2;2;1;2;1;1;1;1;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;;;;;;;;;;97;1;2;2;2;2;2;4;1;1;4;3;1;2;2;2;;2;97;1;0;0;1;1;0;2;1;4;3;3;2;97;2;2;22937254,8699374;13054252,8137814;419562,47967567;12966305,9052789;14013646,6711406;0,194395766255748;1439,78750725055
"5024";41;2;1;1;4;1;;3;97;2;3;97;1;97;1;3;1;2;97;1;1;1;2;2;1;2;1;1;1;1;2;2;2;2;2;1;2;2;1;1;2;2;;;;;;;;;;2;1;2;97;2;2;1;2;2;1;97;2;2;2;1;;3;1;97;0;0;0;0;;1;4;5;3;1;1;1;97;1;3;12236801,2346068;4913423,03593019;4879278,13486164;7064179,9295587;4490598,96948101;2,01919996613861;34371,0252236812
"5025";41;2;2;;2;1;;2;1;2;3;3;2;3;1;2;1;2;97;2;1;2;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;2;2;1;1;1;2;3;2;1;3;3;3;1;2;1;1;2;2;2;2;1;97;2;1;1;2;1;2;1;;5;1;3;0;0;0;0;;1;4;5;1;2;1;1;2;1;2;12236801,2346068;4913423,03593019;17810307,5704317;4315929,72711517;10688606,2270338;2,24760700315873;30166,9085717803
"5026";42;2;2;;4;1;;1;1;2;3;3;3;3;1;3;1;3;1;1;1;6;1;1;2;2;3;1;2;1;2;2;;;1;;;;2;2;2;;;;;;;;;;;1;1;1;2;1;2;1;97;1;2;3;3;2;2;2;2;;1;97;0;0;0;0;6;1;4;5;3;2;3;2;97;1;1;11790662,3027841;4913423,03593019;4879278,13486164;4315929,72711517;8848258,34087613;5,14662727457442;95612,0658354559
"5027";17;1;2;;2;3;;2;1;1;3;3;3;3;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;3;3;3;3;3;3;3;3;2;2;1;2;1;1;1;2;2;2;3;3;1;1;;;2;1;3;0;0;0;0;;1;1;2;3;3;1;1;2;1;1;6773138,38201185;2888659,36430057;9643625,74810525;4331620,75185869;4488406,66344907;0,117290313156604;4157,22734699445
"5028";22;1;2;;2;5;1;2;2;2;3;2;1;3;1;2;1;2;1;1;1;2;2;1;2;2;1;1;2;1;1;2;1;2;2;2;2;2;1;1;2;2;;;;;;;;;;2;1;2;2;2;1;2;4;2;1;3;3;1;2;2;1;;5;2;1;0;0;1;;0;2;3;3;3;2;2;1;3;1;22937254,8699374;7934345,66230122;27097050,3254786;12966305,9052789;19136323,710005;0,169266039809908;5640,18407079609
"5029";23;2;2;;4;4;;3;2;2;3;3;1;3;1;3;2;2;2;2;2;6;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;2;2;2;1;2;1;4;2;2;3;2;1;1;;;2;1;2;0;0;0;0;;1;2;2;3;2;1;1;1;1;2;20907410,4102155;9185405,92676254;27097050,3254786;7314042,008035;14013646,6711406;0,849862992295481;23649,0364775047
"5030";41;2;1;97;1;3;;1;1;2;3;3;1;3;1;1;1;2;2;2;1;1;1;2;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;2;2;1;1;1;1;4;2;2;2;3;2;1;;;5;2;4;0;0;0;0;;1;4;2;2;2;1;1;3;2;1;11790662,3027841;4976682,1552343;1179209,1539002;4315929,72711517;8848258,34087613;1,51439997460395;54477,3691472876
"5031";51;2;1;1;3;4;;1;1;1;2;2;2;2;1;2;3;3;2;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;;;;;;;;;;2;1;1;2;2;2;2;4;2;2;1;4;1;1;;;5;1;3;0;0;0;0;;1;5;2;1;4;1;1;2;1;3;6175398,59426123;2714476,69930958;4472565,30371772;3283461,63546948;5140756,49169244;0,143400149611828;2857,66554014423
"5032";33;2;1;1;2;3;;2;2;1;3;3;1;3;2;;1;2;1;2;1;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;3;3;3;3;3;3;3;1;2;1;2;2;1;1;1;2;2;2;2;4;1;1;;;4;5;5;0;0;0;0;;1;3;1;2;4;1;1;3;3;3;34307260,1788924;18615364,7082317;7523864,72812505;18345076,3941771;28876180,8506565;2,30948433153942;37474,7633594362
"5033";16;1;2;;4;5;1;1;2;2;2;2;1;2;1;2;1;2;1;2;2;2;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;;;;;;;;;;2;1;2;2;2;1;2;2;2;1;3;3;1;2;2;2;;2;2;1;0;0;1;;0;1;1;3;3;3;2;1;2;3;6858908,59017553;4671519,09130945;9643625,74810525;4331620,75185869;3668531,91805448;0,0469509364157867;1541,44518509831
"5034";15;2;1;1;3;3;;2;2;2;2;3;2;3;1;2;1;2;1;1;2;6;2;2;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;;;;;;;;;;2;1;1;2;1;2;2;4;2;2;3;3;1;1;;;5;4;3;0;0;0;0;;1;1;2;3;3;1;1;2;3;2;6773138,38201185;2888659,36430057;9643625,74810525;4331620,75185869;5475108,39068382;1,12287817512848;39577,5197190586
"5035";15;2;1;2;1;1;;1;1;2;3;3;1;3;1;2;2;2;1;2;1;1;1;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;;;;;;;;;;2;1;2;1;1;1;1;2;2;1;3;4;1;2;1;;5;2;97;0;0;0;0;;1;1;2;3;4;1;1;97;2;2;6858908,59017553;2888659,36430057;9643625,74810525;2399410,71828191;5475108,39068382;0,28071954378212;3800,13455141552
"5036";29;2;2;;3;5;1;2;2;2;3;3;1;1;1;3;1;2;2;1;1;5;2;2;2;2;1;1;2;1;2;2;1;2;1;1;2;2;2;1;1;2;;;;;;;;;;1;1;1;2;2;2;2;1;1;2;3;2;1;1;;;5;2;3;0;0;0;0;1;1;2;4;3;2;1;1;2;2;2;20907410,4102155;6001726,88331152;27097050,3254786;7314042,008035;14013646,6711406;2,49609789815899;48451,5295608017
"5037";27;1;2;;3;5;5;1;2;2;2;2;4;1;2;;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;2;2;3;2;2;2;1;2;2;2;2;2;4;2;1;1;4;1;1;;;2;1;3;0;0;0;0;;1;2;1;1;4;1;1;2;1;1;22937254,8699374;13054252,8137814;10746878,5794495;6474733,97617184;19136323,710005;0,291593649383622;11186,0304617788
"5038";15;2;2;;3;4;;2;1;2;3;3;1;3;2;;1;2;2;1;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;1;2;1;4;2;2;2;3;1;1;;;97;1;97;0;0;0;0;;1;1;4;2;3;1;1;97;1;1;6773138,38201185;1750765,73963676;1206040,59428661;4331620,75185869;4488406,66344907;0,379505786094552;13854,5281668687
"5039";27;2;1;2;1;3;;1;1;2;2;2;5;2;1;2;1;2;2;1;2;6;1;1;2;2;3;1;2;2;1;2;;;1;;;;1;1;1;;;;;;;;;;;1;1;1;2;2;2;2;3;2;2;3;4;2;1;;;1;1;4;0;0;0;0;;1;2;2;3;4;1;1;3;1;3;20907410,4102155;9185405,92676254;27097050,3254786;6474733,97617184;10694694,8990073;0,388791532511496;3902,11791994258
"5040";29;1;97;;1;1;;1;1;2;1;1;3;1;1;2;1;1;1;1;1;2;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;2;2;1;1;3;3;1;2;2;1;;2;97;0;0;0;0;1;1;2;3;3;3;2;2;97;2;1;22937254,8699374;7934345,66230122;27097050,3254786;12966305,9052789;19136323,710005;3,74414684723849;124760,273414749
"5041";35;2;1;1;4;1;;2;97;2;3;3;1;3;1;2;3;3;1;2;1;2;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;2;1;1;2;2;1;2;1;3;2;2;1;3;2;1;;;2;2;3;0;0;0;0;;1;3;2;1;2;1;1;2;2;2;34307260,1788924;14370447,1480955;36770761,9610572;11642723,335758;28238670,7866954;8,11800670859218;290737,300049866
"5042";31;2;2;;4;6;;2;2;2;2;2;1;2;2;;1;2;1;1;1;6;1;2;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;97;2;2;2;2;4;2;2;3;2;2;2;1;;5;4;97;0;0;0;0;;1;3;3;3;1;1;1;97;3;1;34307260,1788924;12935558,7172738;26349818,4883615;18000789,3565969;14459139,9055021;2,07694757223493;132918,180122086
"5043";43;97;1;1;4;4;;3;2;2;3;97;1;3;1;2;2;1;2;2;1;4;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;1;1;1;2;;;;;;;;;;2;1;1;1;1;1;1;4;2;1;1;4;2;1;;;5;1;2;0;0;0;0;;1;4;3;1;4;1;1;1;1;1;12236801,2346068;4174819,25961168;17810307,5704317;5770094,98942702;8848258,34087613;1,28054197030927;25143,831847201
"5044";25;2;2;;1;3;;1;1;1;3;3;5;3;1;1;1;1;1;1;3;6;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;2;2;2;2;1;1;2;1;4;1;1;;;1;4;3;0;0;0;0;1;1;2;3;1;4;1;1;2;3;1;20907410,4102155;7934345,66230122;10746878,5794495;6474733,97617184;19136323,710005;0,23357627029739;4375,82421489695
"5045";22;2;2;;2;1;;2;2;2;2;2;1;2;1;2;1;3;1;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;1;1;1;2;2;2;2;4;1;2;3;3;1;1;;;5;2;97;0;0;0;0;1;1;2;3;3;3;1;1;97;2;1;20907410,4102155;7934345,66230122;27097050,3254786;12966305,9052789;19136323,710005;0,42316509952477;15828,7814593243
"5046";16;2;2;;4;3;;2;1;2;2;3;1;3;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;1;2;2;;;;;;;;;;2;1;1;1;1;2;2;4;1;1;1;3;1;1;;;2;2;3;0;0;0;0;9;1;1;2;1;3;1;1;2;2;1;6858908,59017553;2888659,36430057;2582600,48691994;4331620,75185869;4488406,66344907;0,03521320231184;1112,9910776789
"5047";42;2;1;2;2;3;;2;2;1;3;3;1;3;1;2;2;3;2;2;1;97;2;1;1;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;2;2;2;1;1;1;4;2;1;1;3;1;1;;;5;1;2;1;0;0;1;;0;4;3;1;3;1;1;1;1;3;12236801,2346068;4174819,25961168;17810307,5704317;6877258,89129001;4490598,96948101;0,716100169557645;12598,5180910413
"5048";16;2;2;;1;5;1;1;1;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;2;2;1;2;;;;;;;;;;;;;;1;1;1;1;3;3;3;2;1;1;2;2;1;2;2;2;2;1;1;2;3;3;1;1;;;5;1;2;0;0;0;0;9;1;1;3;3;3;1;1;1;1;3;6773138,38201185;2440573,74107289;9643625,74810525;4331620,75185869;3668531,91805448;0,0469509364157867;980,810258422735
"5049";24;1;2;;2;3;;1;1;1;3;2;3;3;1;1;1;3;1;2;1;3;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;3;2;2;1;1;1;1;1;2;1;1;1;1;3;2;2;3;4;2;1;;;5;1;3;0;0;0;0;;1;2;2;3;4;1;1;2;1;1;20907410,4102155;9185405,92676254;27097050,3254786;6474733,97617184;19136323,710005;0,257831607001397;6495,86866061801
"5050";51;97;2;;2;1;;2;1;2;2;2;3;2;2;;1;3;1;1;1;2;2;1;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;1;2;2;1;2;4;2;1;3;3;2;2;2;2;;1;97;0;1;0;1;;0;5;2;3;2;3;2;97;1;3;6471216,17364217;2714476,69930958;6771368,0568895;2242377,00963367;5140756,49169244;0,286800299223655;3199,48034150463
"5051";21;1;2;;1;6;;2;97;2;3;3;1;3;1;2;2;3;1;1;1;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;;;;;;;;;;2;1;2;2;2;1;2;4;1;2;3;3;1;2;2;2;;1;2;0;0;0;0;9;1;2;5;3;3;3;2;1;1;1;20907410,4102155;7668933,99399618;27097050,3254786;12966305,9052789;19136323,710005;0,137050947475326;6584,90905697249
"5052";32;1;1;2;2;5;5;2;1;1;2;3;3;2;1;2;97;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;2;;;;;;;;;;2;1;1;2;1;2;1;4;2;2;3;4;2;1;;;5;1;2;0;0;0;0;;1;3;1;3;4;1;1;1;1;3;34307260,1788924;18615364,7082317;26349818,4883615;18345076,3941771;28876180,8506565;0,81581288814118;17612,8243462411
"5053";33;2;1;2;2;1;;1;2;2;2;2;5;3;1;2;1;2;2;1;2;6;2;1;1;2;1;1;2;2;2;1;1;2;2;1;2;1;2;2;2;2;;;;;;;;;;1;1;1;2;2;2;2;1;2;1;1;4;1;1;;;5;4;5;0;0;0;0;;1;3;1;1;4;1;1;3;3;2;37266731,3639616;18615364,7082317;36770761,9610572;18345076,3941771;28238670,7866954;1,73211324865457;81602,0287721929
"5054";41;1;1;1;2;5;7;2;1;2;3;3;6;2;1;2;2;3;1;1;3;6;2;2;2;2;1;1;1;1;2;2;1;2;2;1;2;2;1;2;2;2;;;;;;;;;;2;2;2;2;1;1;1;4;2;2;3;3;1;2;2;2;;4;97;97;97;97;97;;97;4;3;3;3;3;2;97;3;2;11790662,3027841;4174819,25961168;4879278,13486164;6877258,89129001;10688606,2270338;1,12380350157936;11950,0156135671
"5055";51;1;2;;1;4;;1;2;2;1;1;3;1;1;2;1;2;2;2;1;1;2;1;1;1;1;1;2;1;1;1;1;97;1;1;97;97;2;2;1;1;1;1;1;1;3;3;3;2;1;2;1;2;2;2;2;2;3;2;1;1;4;1;2;2;2;;3;97;0;0;0;0;;1;5;5;1;4;3;2;97;3;2;6471216,17364217;2056012,892451;4472565,30371772;3283461,63546948;3584496,45170473;0,143400149611828;4690,2159231315
"5056";12;1;1;2;2;5;1;2;2;1;2;2;1;2;1;2;1;1;2;1;1;3;1;1;2;1;1;1;1;1;2;1;1;1;2;1;2;1;2;1;2;2;;;;;;;;;;2;1;1;2;2;2;2;4;1;2;3;3;1;2;2;1;;2;2;0;0;0;0;97;1;1;1;3;3;2;2;1;2;2;6773138,38201185;4671519,09130945;9643625,74810525;4331620,75185869;5475108,39068382;0,0504205912948909;3749,58411353166
"5057";16;2;2;;4;1;;1;1;2;3;2;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;1;2;1;2;2;1;2;2;1;2;2;1;1;1;2;;;;;;;;;;1;2;2;2;2;1;1;4;1;2;1;2;2;2;1;;1;1;1;0;0;0;0;1;1;1;4;1;1;1;1;1;1;1;6773138,38201185;1750765,73963676;2582600,48691994;4476107,8973058;4488406,66344907;0,0469509364157867;3938,58144359112
"5058";17;2;1;1;4;97;;3;2;2;3;3;1;3;1;3;2;3;1;1;1;1;2;2;2;1;3;1;1;1;2;1;;;2;;;;2;1;1;;;;;;;;;;;2;2;2;2;1;2;1;4;1;2;3;1;;1;;;7;1;2;1;0;0;1;1;0;1;3;3;1;1;1;1;1;1;6773138,38201185;2440573,74107289;9643625,74810525;4476107,8973058;4488406,66344907;0,586451565783018;38598,2851674121
"5059";17;2;2;;3;1;;2;2;2;2;2;1;2;1;2;1;2;2;2;2;5;2;2;2;2;1;1;1;1;2;2;1;2;2;1;2;2;2;2;2;1;1;2;2;2;3;3;3;2;2;2;1;1;2;2;2;2;4;2;1;3;3;1;2;1;;6;1;3;1;0;0;1;;0;1;1;3;3;1;1;2;1;1;6858908,59017553;4671519,09130945;9643625,74810525;4331620,75185869;4488406,66344907;0,117290313156604;6280,77982988627
"5060";17;1;2;;4;5;1;2;2;2;2;2;1;3;1;3;1;2;2;2;1;1;1;1;1;1;2;97;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;2;2;2;4;2;1;3;2;1;2;2;2;;2;2;0;0;0;0;;1;1;3;3;2;3;2;1;2;1;6858908,59017553;2440573,74107289;9643625,74810525;2424907,60474098;4488406,66344907;0,351870939469811;6318,48717424695
"5061";11;1;1;2;1;3;;2;2;2;2;2;3;2;2;;3;1;1;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;2;2;2;1;4;1;1;1;3;2;1;;;5;2;97;0;1;0;1;95;0;1;1;1;2;1;1;97;2;1;6858908,59017553;4671519,09130945;2582600,48691994;2424907,60474098;4488406,66344907;0,0877051731229861;4304,68535075373
"5062";24;2;2;;1;3;;1;1;2;2;1;4;2;1;2;1;1;2;1;2;4;2;1;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;3;1;1;2;2;1;2;2;2;2;3;1;2;3;4;1;1;;;5;1;5;0;0;0;0;4;1;2;4;3;4;1;1;3;1;1;20907410,4102155;6001726,88331152;27097050,3254786;6474733,97617184;19136323,710005;0,257831607001397;4531,25579671313
"5063";50;2;2;;2;5;4;2;1;1;2;2;2;2;1;2;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;2;3;2;1;1;2;2;1;2;2;4;1;2;3;4;2;1;;;1;1;3;1;0;0;1;9;0;5;1;3;4;1;1;2;1;1;6175398,59426123;3709383,01387224;6771368,0568895;3283461,63546948;3921361,82450623;0,183858511275473;6147,22062094479
"5064";13;97;1;1;2;5;5;2;2;2;2;1;2;2;1;2;1;2;2;1;1;1;2;2;1;2;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;3;2;2;1;1;1;2;2;2;2;4;2;2;3;4;2;1;;;1;2;3;0;0;0;0;;1;1;1;3;4;1;1;2;2;3;6773138,38201185;4671519,09130945;9643625,74810525;2399410,71828191;3668531,91805448;0,434760414582168;10691,6095398248
"5065";12;2;1;2;2;4;;2;2;2;2;2;3;2;2;;2;2;1;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;2;2;2;2;2;;;;;;;;;;2;1;2;2;1;2;2;2;2;1;3;3;2;2;1;;5;2;2;0;0;0;0;;1;1;1;3;2;1;1;1;2;2;6858908,59017553;4671519,09130945;9643625,74810525;2424907,60474098;5475108,39068382;1,00841182589782;39521,5952367476
"5066";41;1;2;;1;3;;1;1;1;2;2;1;2;1;1;1;2;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;2;2;1;2;1;4;1;1;;;5;1;4;0;0;0;0;4;1;4;5;1;4;1;1;3;1;1;11790662,3027841;4913423,03593019;17810307,5704317;5770094,98942702;8848258,34087613;0,358050084778822;9441,91167976245
"5067";52;1;2;;1;3;;1;1;2;3;3;1;3;1;2;2;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;1;4;1;1;;;5;2;2;0;0;0;0;;1;5;2;1;4;1;1;1;2;3;6175398,59426123;2714476,69930958;4472565,30371772;3283461,63546948;5140756,49169244;1,17830452646159;23481,1487308764
"5068";27;1;2;;1;3;;1;1;2;2;3;1;3;1;2;1;2;2;2;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;2;1;2;2;2;2;2;1;1;1;1;2;2;2;3;3;2;2;2;2;;1;3;1;0;0;1;;0;2;2;3;2;3;2;2;1;1;20907410,4102155;9185405,92676254;27097050,3254786;7314042,008035;19136323,710005;0,0907180242526825;4514,45527395076
