"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10";"P11_1";"P11_2";"P11_3";"P12";"P13";"P14";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_1";"P18_2";"P18_3";"P18_4";"P19";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P20_6";"P21_1";"P21_2";"P21_3";"P21_4";"P22";"P23";"P27";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P37";"P38";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"W1";"W2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_TRAB"
"330";21;2;3;3;4;3;3;97;2;2;2;2;2;1;2;1;1;1;2;3;2;2;1;3;3;1;1;1;3;1;1;3;1;4;3;3;2;1;5;2;2;2;5;;2;1;2;1;5;4;1;2;2;1;2;1;0,28346952658676;4605,86508701005;6782295,47091322;2005134,21920363;181331,3480444;4880767,54450081;972423,15925125
"331";5;3;3;1;1;3;2;2;2;2;3;2;1;1;3;1;4;1;2;3;1;2;2;3;3;3;1;3;4;3;1;1;4;4;3;3;1;1;3;3;1;2;6;1;8;;2;2;1;3;3;2;2;1;3;1;0,377585133947486;4869,86310492144;23109951,3510767;12210356,2330292;27680342,4585361;11625346,6476257;3546646,40439905
"332";23;2;1;2;4;2;1;2;2;2;1;2;1;1;1;1;3;1;2;1;3;1;2;3;97;2;2;4;4;2;2;1;2;3;3;2;;2;1;3;1;1;;;1;1;4;4;4;1;3;1;1;3;1;1;0,446665495744183;14397,6149898366;11515515,6430074;4145961,67702737;17934317,9494049;6496943,75539045;14678916,5657496
"333";26;1;1;1;6;1;2;1;1;1;1;1;1;1;1;3;1;2;2;3;3;1;1;1;2;2;3;4;1;4;3;3;1;2;2;2;;2;1;4;1;1;;;1;2;3;3;4;1;4;1;1;2;1;3;1,20012539382053;18901,1393388544;33575137,8555733;11827409,4960741;36246752,5612894;16986541,0890921;42303566,6020097
"334";4;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;3;2;2;2;2;2;3;2;1;2;2;3;2;2;2;3;2;3;2;3;2;1;3;3;2;2;7;;2;1;2;1;1;3;2;2;2;1;2;3;0,307058190593697;2578,69317153132;6782295,47091322;4323565,77363878;9550655,77936565;2353760,06971147;972423,15925125
"335";10;1;2;1;5;2;2;1;2;2;3;1;2;1;2;1;2;2;97;2;2;1;2;3;1;1;2;1;2;97;2;1;1;3;2;3;2;2;3;3;1;2;6;2;2;3;3;2;1;3;3;1;1;2;2;2;0,777928426917938;53092,7326031477;20598732,7713667;12210356,2330292;27680342,4585361;11625346,6476257;21249094,3854223
"336";3;2;3;3;5;4;3;2;2;2;2;2;2;1;97;1;3;3;3;2;2;3;2;2;1;2;2;3;97;2;1;2;4;4;4;3;3;2;2;3;1;1;;;8;;3;1;2;2;3;1;1;2;3;3;0,251265473921803;5696,4822418625;6445651,30382502;2817899,63437748;970320,37833733;3745107,25072326;7350973,73893233
"337";18;3;2;3;7;3;2;2;2;2;3;2;3;1;2;4;3;1;2;2;2;1;1;3;3;1;2;2;3;2;2;2;4;4;4;1;;1;3;3;1;1;;;2;2;3;4;1;3;3;1;1;2;2;1;0,516950255002377;28122,0324626068;12541491,9498028;5846938,38397908;4807349,31831882;6496943,75539045;14678916,5657496
"338";14;2;2;1;2;2;1;97;2;2;2;2;1;1;2;2;2;2;3;2;2;3;2;2;2;3;2;2;3;3;2;3;3;3;3;3;1;1;3;4;2;2;3;;2;3;4;1;1;3;4;3;2;3;2;3;0,233722191703076;15960,2391942592;6782295,47091322;4323565,77363878;9550655,77936565;2248311,9098027;4904549,87655466
"339";3;2;1;2;6;4;2;2;1;2;2;1;1;1;3;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;2;3;2;2;;2;3;2;2;1;;;2;1;3;1;3;3;1;1;1;2;2;3;0,143580270812459;20297,0632049284;6445651,30382502;2362182,97600896;9550655,77936565;4880767,54450081;7350973,73893233
"340";14;1;1;1;4;2;2;97;2;2;1;2;2;2;;2;3;1;3;2;2;3;3;2;2;3;2;3;3;3;3;1;2;3;4;2;;2;3;3;1;1;;;2;2;4;1;4;3;3;1;1;3;2;2;0,233722191703076;4244,33958028083;6445651,30382502;1719164,17150939;9550655,77936565;3745107,25072326;7350973,73893233
"341";5;2;2;2;5;2;2;97;2;2;2;2;1;1;2;1;1;1;1;97;1;1;1;3;1;1;1;4;3;2;1;1;4;4;3;97;;1;3;2;2;1;;;1;4;2;2;4;3;1;1;1;1;1;3;1,73507606710632;128829,03445692;23109951,3510767;6394384,36569069;27680342,4585361;18999137,1726723;21249094,3854223
"342";4;3;3;1;3;4;2;2;2;2;3;2;97;1;2;3;2;2;2;2;3;2;2;2;2;1;2;2;2;1;2;2;2;2;3;3;97;1;3;4;1;2;4;;2;1;97;1;2;3;4;2;2;97;2;2;0,153529095296849;568,810889144254;6782295,47091322;2817899,63437748;9550655,77936565;2248311,9098027;972423,15925125
"343";9;2;2;1;6;2;2;2;2;2;2;3;1;1;1;1;2;1;2;3;97;1;1;1;1;1;2;3;2;97;2;3;2;2;4;3;2;1;1;3;1;2;6;1;2;2;97;5;4;1;3;2;2;97;2;2;0,160526008077202;1039,02740709655;6576785,59605944;1986741,61793614;4456488,23198482;3442194,137924;856244,0817912
"344";4;2;2;1;1;4;2;2;2;2;3;1;3;1;1;3;2;1;2;3;2;1;4;4;2;2;1;3;3;3;1;3;3;4;3;1;;2;3;4;2;2;6;1;1;4;3;1;1;3;4;2;2;2;1;1;0,307058190593697;2036,72548849946;6445651,30382502;4323565,77363878;9550655,77936565;2248311,9098027;972423,15925125
"345";5;3;2;1;3;2;1;1;2;2;2;2;1;1;2;1;4;4;1;2;2;1;2;3;1;1;1;1;3;1;1;1;4;3;3;2;;1;3;2;1;1;;;2;1;2;2;2;3;2;1;1;1;2;3;0,755170267894973;11465,4393892035;23109951,3510767;8924923,73398304;27680342,4585361;6779353,17294315;21249094,3854223
"346";19;2;3;1;6;1;1;2;2;2;2;2;1;1;2;1;3;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;4;2;4;1;;2;2;4;1;1;;;3;4;5;3;3;2;4;1;1;3;3;3;4,68692867409202;163260,194744902;33575137,8555733;12559183,0844821;7287684,10411524;16986541,0890921;42303566,6020097
"347";11;1;2;1;4;1;1;1;1;1;1;3;1;1;3;1;4;1;3;3;2;2;2;4;2;3;2;4;1;1;2;2;2;4;3;2;;2;3;4;1;1;;;8;;97;3;3;3;4;1;1;97;3;2;0,714900526151068;14821,9984490661;33575137,8555733;12559183,0844821;27019219,8719441;16986541,0890921;42303566,6020097
"348";15;2;1;1;1;4;3;2;2;2;3;2;2;1;2;1;3;2;2;3;3;2;2;3;2;2;2;97;3;2;2;2;4;4;3;97;;1;3;3;2;1;;;1;3;97;2;1;3;2;1;1;97;1;2;0,300645010489119;8999,58978367496;23109951,3510767;12210356,2330292;27680342,4585361;6779353,17294315;21249094,3854223
"349";15;2;2;1;1;3;3;1;2;2;2;2;1;1;2;1;2;1;3;4;4;1;1;1;1;1;1;4;1;2;1;2;1;4;4;2;;1;3;3;2;2;4;;1;3;2;2;3;3;2;3;2;1;1;2;28,2640952083203;732034,968319727;23109951,3510767;7605298,17259807;27680342,4585361;6779353,17294315;18912943,3326221
"350";23;2;2;3;1;3;1;1;2;2;2;2;1;1;1;1;2;1;2;2;1;1;1;2;2;1;1;2;3;3;1;3;3;4;4;3;1;1;1;2;1;1;;;2;3;2;4;2;1;2;1;1;1;2;1;0,535998594893019;39587,2392853865;12541491,9498028;4544842,78151702;17934317,9494049;4258647,17765672;14678916,5657496
"351";24;2;1;2;4;4;3;2;2;2;3;2;3;1;2;1;4;4;3;2;3;2;2;3;2;2;2;3;2;2;3;1;1;1;97;3;1;2;3;4;1;1;;;1;4;4;4;1;3;4;1;1;3;1;1;0,166969779646127;5183,52640999047;11515515,6430074;5846938,38397908;4807349,31831882;5285096,07002619;14678916,5657496
"352";9;1;3;1;1;1;3;1;1;2;1;2;1;1;1;1;3;4;3;3;3;2;2;4;3;2;2;2;3;3;4;3;3;3;3;3;1;1;3;4;1;2;6;1;8;;2;5;2;3;4;2;2;1;3;3;0,321052016154404;1159,84154145702;6576785,59605944;2556764,80999093;6774440,12421244;2974499,82286506;856244,0817912
"353";9;2;3;3;3;3;3;2;2;2;1;2;2;1;2;1;1;1;3;2;3;1;2;4;2;1;1;2;3;2;1;4;3;4;3;3;2;1;3;3;2;2;5;;1;2;2;5;2;3;2;3;2;1;1;1;0,321052016154404;10296,4782510206;6576785,59605944;2556764,80999093;6774440,12421244;2119512,79353112;3878461,00883685
"354";26;2;3;3;5;4;3;2;2;2;3;2;2;1;3;2;3;2;2;3;2;2;2;97;2;2;2;2;2;2;2;2;3;3;3;3;2;1;1;2;1;2;4;;2;1;3;3;3;1;2;2;2;2;2;3;1,68017555134875;14491,477174106;37785788,021294;12559183,0844821;36246752,5612894;11608593,6347444;5621158,26628468
"355";22;2;2;3;5;1;1;1;2;1;2;2;1;1;2;1;4;1;4;2;3;2;1;3;2;1;1;1;4;4;1;4;4;2;4;1;;1;1;4;1;1;;;3;3;97;1;4;1;4;1;1;97;3;2;0,199375275130417;4496,15270364537;6782295,47091322;1719164,17150939;2525639,26899086;2248311,9098027;7350973,73893233
"356";19;3;3;2;1;1;3;1;2;2;1;3;1;1;3;4;4;1;1;4;2;2;3;3;1;1;1;1;4;1;1;3;4;1;4;1;;2;3;3;1;2;6;1;1;1;3;3;4;3;3;2;2;2;1;2;1,56230955803067;9702,05834388581;33575137,8555733;11827409,4960741;27019219,8719441;22358434,1987158;5621158,26628468
"357";26;1;2;1;4;4;3;2;2;2;3;2;1;1;1;1;97;3;3;1;3;3;97;97;97;2;2;2;97;2;97;1;2;2;3;97;;2;1;2;2;2;6;1;97;97;97;3;1;1;1;2;2;97;97;3;0,840087775674373;17949,1999656019;33575137,8555733;17647679,2898346;36246752,5612894;20407356,954315;5621158,26628468
"358";7;1;1;97;4;1;1;1;1;2;2;1;1;1;2;1;4;1;2;3;3;1;1;4;2;2;1;3;3;1;2;1;1;2;4;3;3;1;2;4;1;1;;;2;2;4;5;3;2;4;1;1;3;2;3;0,271920271681413;9995,50883022283;6576785,59605944;2422682,73111292;1193251,61830932;2974499,82286506;7845449,59832215
"359";26;3;2;1;4;1;2;1;2;2;1;1;1;1;3;1;3;1;3;1;3;2;3;3;2;2;2;3;2;3;2;2;3;3;3;2;;2;1;3;1;1;;;8;;4;3;3;1;3;1;1;3;3;1;6,72070220539498;291334,477925438;33575137,8555733;12559183,0844821;36246752,5612894;22358434,1987158;42303566,6020097
"360";3;2;2;1;6;2;3;1;2;2;2;2;1;1;2;2;2;1;2;3;2;1;1;4;2;2;2;4;1;1;3;4;4;4;4;3;2;1;3;3;1;2;4;;2;1;2;1;3;3;3;2;2;1;2;3;0,358950677031147;1578,96096011466;6782295,47091322;2362182,97600896;9550655,77936565;3745107,25072326;972423,15925125
"361";12;2;2;3;4;1;3;1;2;1;1;3;2;1;1;97;97;97;97;2;97;97;1;3;2;97;97;2;3;97;97;3;97;4;97;3;97;2;97;3;2;1;;;2;2;2;5;4;3;2;1;1;1;2;3;0,695748058429645;14046,901413344;6003369,09289076;1986741,61793614;6774440,12421244;2119512,79353112;7845449,59832215
"362";23;1;2;1;97;2;1;1;2;2;2;97;2;2;;3;4;4;1;4;4;1;3;4;2;1;4;4;2;1;4;1;1;2;97;2;;2;1;3;1;2;7;;8;;3;4;1;1;3;3;2;2;3;2;0,446665495744183;27758,3849032175;11515515,6430074;5846938,38397908;17934317,9494049;6496943,75539045;8116994,2648156
"363";18;3;3;97;1;2;3;1;2;2;2;2;1;1;3;2;3;4;2;2;1;2;2;3;1;4;2;2;3;2;2;4;3;4;3;3;2;2;1;2;2;2;6;1;1;2;2;4;3;1;1;2;2;1;1;2;0,516950255002377;6957,9434947885;11515515,6430074;4175455,30097931;17934317,9494049;8016320,58973676;1261096,76224488
"364";19;2;2;2;2;1;2;1;2;2;2;1;1;2;;3;2;2;1;3;4;1;1;4;1;2;2;4;1;2;3;3;2;4;4;2;;2;3;2;1;1;;;2;1;2;3;1;3;2;1;1;1;2;3;1,56230955803067;82852,1078143317;33575137,8555733;17647679,2898346;27019219,8719441;11608593,6347444;42303566,6020097
"365";14;2;3;97;6;3;2;97;2;2;2;2;1;1;2;2;1;1;2;2;1;1;1;2;1;1;1;2;2;4;1;1;3;3;4;2;;1;1;4;1;2;2;;1;2;3;1;4;1;4;2;2;2;1;3;0,116861095851538;384,833909299061;6782295,47091322;1719164,17150939;2525639,26899086;2248311,9098027;972423,15925125
"366";11;2;2;2;5;4;3;2;2;2;97;2;1;1;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;;1;1;3;1;2;1;;2;1;97;3;3;1;3;2;2;97;2;1;2,85960210460427;31006,4073065227;37785788,021294;12559183,0844821;36246752,5612894;22358434,1987158;5621158,26628468
"367";13;3;3;3;1;2;3;1;2;1;1;2;1;1;97;3;4;3;3;2;2;2;2;4;2;1;1;1;4;3;2;4;4;3;4;1;;2;3;4;1;1;;;8;;3;5;4;3;4;1;1;2;3;2;0,152784696240566;2546,93795388533;6003369,09289076;1986741,61793614;6774440,12421244;2974499,82286506;7845449,59832215
"368";18;2;2;2;4;4;2;2;2;2;2;2;1;1;97;4;1;1;4;2;3;4;1;3;2;1;1;2;3;2;1;2;2;2;2;4;;1;3;4;2;1;;;1;2;97;4;1;3;4;1;1;97;1;2;0,516950255002377;18121,4490356208;12541491,9498028;5846938,38397908;4807349,31831882;5285096,07002619;14678916,5657496
"369";26;1;1;1;4;1;2;97;2;2;1;1;2;1;1;1;2;4;3;3;3;1;3;3;2;1;3;4;1;1;4;1;1;4;3;2;;2;1;4;1;1;;;8;;5;3;4;1;4;1;1;3;3;3;1,68017555134875;26461,5950743963;33575137,8555733;11827409,4960741;36246752,5612894;16986541,0890921;42303566,6020097
"370";18;3;3;3;5;3;3;2;2;2;1;2;1;1;2;2;3;2;2;2;4;2;2;4;2;2;3;2;2;3;3;2;3;2;2;2;;1;1;3;2;2;7;;1;4;2;4;5;1;2;2;2;1;1;1;0,516950255002377;4791,27473107737;12541491,9498028;5343809,44930734;17934317,9494049;4258647,17765672;1261096,76224488
"371";20;3;3;3;1;4;3;1;2;2;97;2;1;2;;2;3;2;2;3;2;2;97;2;2;2;3;97;2;4;3;2;2;3;3;97;;2;3;2;2;2;6;2;1;3;2;2;3;3;1;3;2;1;1;3;0,437491566376498;55641,7608152133;20598732,7713667;7605298,17259807;27680342,4585361;18999137,1726723;18912943,3326221
"372";18;3;2;1;4;1;2;1;1;1;1;1;1;2;;4;1;2;4;1;4;1;1;1;1;1;1;3;1;4;4;4;1;4;4;1;;2;1;2;1;2;2;;3;2;2;4;5;1;2;3;2;1;3;2;0,516950255002377;23397,4156491462;11515515,6430074;5343809,44930734;17934317,9494049;4258647,17765672;8116994,2648156
"373";24;3;3;1;4;1;2;1;2;2;2;2;1;2;;2;2;2;2;2;3;2;3;2;2;2;3;2;2;2;3;2;2;3;3;2;;2;1;3;1;2;6;1;8;;1;4;3;1;3;2;2;1;3;1;0,500909338938383;2681,44327786335;11515515,6430074;4175455,30097931;17934317,9494049;6496943,75539045;1261096,76224488
"374";14;2;3;1;1;2;2;2;2;2;2;2;1;1;3;1;2;1;2;2;2;1;3;2;2;1;2;1;3;1;1;2;3;4;4;3;2;1;1;3;2;2;3;;2;2;97;1;1;1;2;3;2;97;2;2;0,467444383406151;54545,5644980063;6782295,47091322;4323565,77363878;2525639,26899086;2353760,06971147;4904549,87655466
"375";23;3;3;2;1;1;1;1;1;2;1;2;1;1;2;1;3;2;97;2;4;2;97;3;2;1;3;2;2;1;2;1;3;2;3;1;;1;1;2;2;1;;;1;4;97;4;4;1;1;1;1;97;1;2;0,297776997162789;27250,7639063117;12541491,9498028;4145961,67702737;17934317,9494049;8016320,58973676;14678916,5657496
"376";13;3;3;97;5;2;3;2;2;2;2;2;97;1;3;3;97;1;3;3;97;2;2;3;1;1;2;2;3;3;2;3;3;3;3;4;;1;1;1;;1;;;2;1;2;5;5;1;1;1;1;1;2;3;0,611138784962266;42734,2048993725;6576785,59605944;2212370,50632613;4456488,23198482;4043947,93463002;7845449,59832215
"377";14;1;1;2;3;1;1;2;2;2;2;2;1;1;2;1;3;1;3;3;2;2;2;3;2;1;1;1;4;4;1;2;4;2;4;3;1;2;3;4;1;1;;;8;;5;1;1;3;4;1;1;3;3;3;0,233722191703076;10616,4211203359;6445651,30382502;4323565,77363878;9550655,77936565;2248311,9098027;7350973,73893233
"378";26;3;3;97;8;2;3;2;2;2;2;2;2;1;2;1;2;1;2;4;4;1;2;2;1;1;1;1;3;2;2;2;4;97;4;97;;1;1;3;1;2;6;1;8;;2;3;2;1;3;2;2;1;3;3;1,68017555134875;20336,9952484155;37785788,021294;13759966,5114431;36246752,5612894;22358434,1987158;5621158,26628468
"379";21;1;1;1;4;1;2;1;2;1;1;2;1;2;;2;1;3;1;2;4;1;1;4;2;3;3;4;1;1;4;4;1;4;4;2;;2;1;2;1;1;;;1;1;4;1;3;1;2;1;1;3;1;2;0,202478233276257;9629,5135704482;6445651,30382502;2362182,97600896;2525639,26899086;2353760,06971147;7350973,73893233
"380";5;2;2;1;3;4;2;2;2;2;2;2;2;2;;2;2;2;3;3;2;1;3;2;1;1;1;1;4;1;4;1;1;1;4;2;;1;3;3;2;1;;;1;4;1;2;4;3;2;1;1;1;1;3;0,503446845263315;10028,5540722598;23109951,3510767;6394384,36569069;27680342,4585361;6779353,17294315;21249094,3854223
"381";13;2;2;97;5;1;1;1;2;2;1;1;1;1;2;2;3;1;1;1;97;1;2;1;2;1;1;4;3;3;1;2;4;3;3;3;2;1;3;2;1;2;5;;1;4;3;5;5;3;2;3;2;2;1;3;0,152784696240566;3097,04894289925;6576785,59605944;2212370,50632613;6774440,12421244;2119512,79353112;3878461,00883685
"382";5;3;3;1;1;2;1;2;2;2;2;2;97;1;2;1;1;1;3;97;3;1;1;1;2;2;1;1;3;1;2;4;4;4;3;97;;1;1;3;1;2;2;;1;2;2;2;5;1;3;2;2;1;1;1;0,755170267894973;4291,21270665195;23109951,3510767;8573721,61714235;10459729,3625997;11625346,6476257;3546646,40439905
"383";18;1;1;1;4;2;1;2;2;2;1;1;1;1;1;1;3;1;3;3;2;2;3;3;2;2;2;3;2;3;2;2;2;2;3;2;;2;1;3;1;1;;;1;4;2;4;1;1;3;1;1;1;1;1;0,516950255002377;45966,8694354618;11515515,6430074;5846938,38397908;17934317,9494049;6496943,75539045;14678916,5657496
"384";16;1;1;1;2;3;2;2;2;2;2;2;2;1;2;1;3;1;2;2;2;1;1;1;1;1;1;2;2;2;2;2;3;2;4;3;2;2;3;3;1;1;;;2;2;2;2;1;3;3;1;1;1;2;2;0,856122689759204;58429,4023332661;20598732,7713667;12210356,2330292;27680342,4585361;11625346,6476257;21249094,3854223
"385";19;3;2;1;6;1;3;1;2;2;2;3;1;1;1;3;4;2;4;3;2;3;1;3;2;1;1;2;3;3;1;4;3;4;3;3;1;2;3;4;2;2;6;1;8;;2;3;1;3;4;2;2;1;3;2;1,56230955803067;15184,4848813678;33575137,8555733;17647679,2898346;27019219,8719441;16986541,0890921;5621158,26628468
"386";21;1;1;1;5;2;2;2;2;2;3;2;1;1;1;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;3;3;4;2;;2;1;2;2;1;;;2;1;97;1;1;1;1;1;1;97;2;2;0,566939053173521;176295,473663586;6445651,30382502;4323565,77363878;2525639,26899086;4880767,54450081;7350973,73893233
"387";3;1;2;1;3;2;1;1;2;2;2;2;1;1;3;1;3;1;2;3;4;1;1;4;1;1;2;2;2;1;2;3;2;3;3;2;;1;3;3;1;1;;;2;1;3;1;1;3;3;1;1;2;2;3;0,125632736960901;6176,57957846646;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;7350973,73893233
"388";23;2;1;1;6;2;2;1;2;2;2;2;2;1;1;1;1;1;1;97;4;1;1;3;2;2;3;4;1;1;3;3;1;4;3;2;;1;1;3;1;1;;;2;1;4;4;1;1;3;1;1;3;2;1;0,223332747872091;22423,5985336712;12541491,9498028;5846938,38397908;17934317,9494049;6496943,75539045;14678916,5657496
"389";24;3;3;1;2;1;2;1;2;2;2;2;1;1;2;1;3;2;4;2;2;2;1;3;3;2;1;1;3;2;2;3;4;3;4;3;2;1;3;4;1;1;;;2;2;4;4;4;3;4;1;1;3;2;3;0,500909338938383;6365,2471945807;12541491,9498028;4145961,67702737;4807349,31831882;5285096,07002619;14678916,5657496
"390";11;2;2;2;4;4;3;2;2;2;3;2;3;1;2;1;3;1;3;2;2;2;1;1;2;2;1;2;97;2;97;2;2;4;4;4;;2;3;2;2;1;;;7;1;97;3;5;3;1;1;1;97;3;2;1,42980105230214;39359,0844855285;33575137,8555733;15566687,4950334;27019219,8719441;20407356,954315;42303566,6020097
"391";14;2;2;1;4;2;1;1;2;2;2;2;2;1;1;2;4;1;3;2;3;1;2;4;2;2;3;3;2;2;3;3;3;3;3;1;;1;3;4;2;2;1;;2;2;3;1;2;3;4;3;2;2;2;3;0,116861095851538;4463,47959889678;6782295,47091322;2817899,63437748;9550655,77936565;2248311,9098027;4904549,87655466
"392";11;2;2;3;3;2;1;2;2;2;2;2;1;1;2;2;2;1;2;3;2;2;2;2;1;2;2;2;3;3;2;2;2;4;4;3;2;2;3;2;2;1;;;1;2;3;3;3;3;1;1;1;2;1;1;1,0723507892266;41646,9959950399;33575137,8555733;12559183,0844821;27019219,8719441;20407356,954315;42303566,6020097
"393";18;2;1;2;5;3;1;1;2;1;1;2;1;2;;2;2;1;2;1;3;2;3;2;2;2;3;4;2;2;3;3;2;4;3;2;;2;1;3;1;2;2;;1;3;97;4;5;1;3;2;2;97;1;3;0,73850036428911;5163,97348417731;11515515,6430074;5343809,44930734;17934317,9494049;6496943,75539045;1261096,76224488
"394";9;2;2;3;6;4;3;2;2;2;2;2;1;1;2;1;2;1;2;2;3;1;2;1;2;1;1;3;2;4;1;4;4;4;4;3;97;1;1;2;2;2;4;;1;5;2;5;3;1;1;2;2;1;1;3;0,321052016154404;7976,61540083421;6576785,59605944;2422682,73111292;4456488,23198482;4043947,93463002;856244,0817912
"395";24;1;2;2;4;4;2;2;2;2;3;2;3;1;97;2;2;2;3;2;2;2;2;3;2;2;2;97;3;2;2;2;2;4;3;2;;1;3;2;2;1;;;1;5;2;4;1;3;1;1;1;1;1;2;0,500909338938383;68514,0654083653;12541491,9498028;5846938,38397908;4807349,31831882;8016320,58973676;14678916,5657496
"396";5;2;3;1;5;2;3;2;2;2;2;2;97;2;;2;4;1;2;2;2;2;2;2;2;2;2;97;2;2;2;2;3;3;3;2;;1;4;3;2;2;4;;8;;2;2;4;4;2;2;2;1;3;2;0,503446845263315;547,03468077453;23109951,3510767;6394384,36569069;346529,95194149;6779353,17294315;3546646,40439905
"397";7;2;2;1;4;4;2;1;2;2;3;2;1;97;;2;2;2;2;3;4;2;2;3;97;2;2;3;2;2;2;2;3;3;2;2;;2;3;2;2;2;2;;1;2;4;5;5;3;1;2;2;3;1;3;0,0666974251294033;753,496675946393;6003369,09289076;2212370,50632613;6774440,12421244;4043947,93463002;856244,0817912
"398";9;97;2;1;3;1;2;1;1;2;2;2;2;1;2;3;3;2;2;2;3;1;2;1;1;2;2;2;4;3;97;3;3;4;3;2;;2;3;3;1;2;6;1;2;1;2;5;2;3;3;2;2;1;2;2;1,28420806461762;8231,61890413547;6003369,09289076;2556764,80999093;6774440,12421244;3442194,137924;856244,0817912
"399";9;1;3;3;5;4;3;2;2;2;2;2;2;1;2;2;1;1;2;2;1;1;1;2;3;1;1;2;2;2;1;3;97;4;4;2;;1;3;2;2;1;;;1;2;97;5;3;3;1;1;1;97;1;3;0,240789012115803;20343,5413202094;6576785,59605944;2422682,73111292;6774440,12421244;4043947,93463002;7845449,59832215
"400";26;2;3;2;6;3;2;2;97;2;2;97;2;1;1;2;2;1;2;2;4;2;2;3;97;2;3;2;97;2;2;1;3;4;4;2;;1;1;3;2;2;4;;3;2;3;3;4;1;2;2;2;2;3;2;1,68017555134875;9380,17780101847;37785788,021294;11827409,4960741;36246752,5612894;11608593,6347444;5621158,26628468
"401";14;2;3;2;3;3;1;2;2;2;2;2;1;1;1;1;2;2;3;3;1;2;2;2;2;1;1;3;2;2;2;2;2;3;3;3;2;2;1;3;1;1;;;1;2;5;1;3;1;3;1;1;3;1;2;0,116861095851538;4751,1180615588;6445651,30382502;2362182,97600896;2525639,26899086;3745107,25072326;7350973,73893233
"402";9;3;3;3;8;4;3;1;2;2;3;3;1;1;2;3;1;2;4;4;3;1;3;1;1;1;3;1;1;1;1;4;4;1;1;3;2;1;3;2;1;2;5;;1;2;2;5;5;3;2;3;2;1;1;1;0,321052016154404;6507,94112049731;6576785,59605944;2212370,50632613;6774440,12421244;2119512,79353112;3878461,00883685
"403";18;1;2;1;4;1;1;1;2;2;1;1;2;2;;2;3;1;4;3;4;1;2;4;2;97;4;4;1;3;4;1;1;3;97;2;;2;1;4;2;1;;;1;4;5;4;3;1;4;1;1;3;1;1;0,25217085609872;6862,91346966818;11515515,6430074;4175455,30097931;17934317,9494049;5285096,07002619;14678916,5657496
"404";7;1;1;1;6;2;2;1;1;2;1;1;2;1;1;1;1;4;1;1;4;4;2;2;2;4;4;4;1;1;3;1;3;4;2;2;;2;1;4;1;1;;;1;4;5;5;2;1;4;1;1;3;1;3;1,09889971476113;33020,3525670009;6003369,09289076;2556764,80999093;4456488,23198482;2974499,82286506;7845449,59832215
"405";7;2;2;2;1;3;1;2;2;2;3;2;1;1;97;1;4;1;3;2;2;1;1;2;2;1;1;1;4;2;1;4;4;3;4;3;1;1;3;4;2;2;6;1;1;2;2;5;1;3;4;2;2;1;1;3;0,271920271681413;1699,99274523836;6576785,59605944;3401595,02358408;6774440,12421244;2974499,82286506;856244,0817912
"406";9;2;3;1;4;2;2;1;2;2;3;2;1;2;;2;1;1;3;3;2;2;2;2;1;1;1;1;3;2;2;4;2;3;4;3;2;2;3;2;1;1;;;1;3;3;5;4;3;2;1;1;2;1;1;0,107017338718135;2160,64132451201;6003369,09289076;1986741,61793614;6774440,12421244;2119512,79353112;7845449,59832215
"407";11;1;1;1;2;4;3;97;2;2;3;1;3;1;1;1;1;1;3;3;4;1;1;4;3;3;1;4;2;1;1;1;2;2;4;2;;1;1;4;1;1;;;2;2;4;3;2;1;4;1;1;3;2;1;0,714900526151068;18699,9528254233;37785788,021294;13759966,5114431;36246752,5612894;16986541,0890921;42303566,6020097
"408";11;3;3;3;5;1;1;1;1;2;2;2;1;1;2;2;3;2;2;3;3;3;2;2;3;2;2;3;3;2;2;2;2;3;3;3;1;1;3;3;1;1;;;1;2;97;3;3;3;3;1;1;97;1;3;0,714900526151068;25431,1917742927;37785788,021294;12559183,0844821;27019219,8719441;22358434,1987158;42303566,6020097
"409";5;3;2;1;5;2;1;1;2;2;2;2;1;1;2;3;2;3;2;1;1;2;1;3;3;2;1;1;2;1;1;1;4;4;4;3;1;1;3;3;1;2;6;1;2;1;2;2;2;3;3;2;2;1;2;1;2,26551080368492;14819,8944351703;23109951,3510767;8924923,73398304;27680342,4585361;11625346,6476257;3546646,40439905
