"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10_1";"P10_2";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P21_1";"P21_2";"P21_3";"P21_4";"P21_5";"P21_6";"P22";"P23";"P24";"V05";"V07";"V08";"V09";"V09_A";"V09_B_1";"V09_B_2";"V09_B_3";"V09_B_4";"V09_B_97";"V10";"V11";"V12";"V12_A";"V13";"V14";"V14_A";"V14_B";"V14_C";"V14_D";"V14_F";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_DOM_SIMPLES";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"411";29;2;5;3;3;2;2;2;3;1;1;1;2;29;1;3;2;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;4;1;3;4;2;2;2;2;2;2;2;2;1;;5;4;2;2;4;1;;;2;2;3;4;1;1;1;3;1;3;24016636,1990366;8602333,35355409;28042475,6364488;6955158,89754272;10843662,275684;0,373582181097675;7302,85198481899
"412";35;2;5;2;2;2;1;1;3;1;1;1;2;35;1;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;1;4;1;3;3;1;2;2;2;2;2;2;1;;;5;4;3;2;3;1;;;3;3;3;3;1;1;2;3;1;2;39313715,0641353;13074442,5753399;26621802,0272178;23063521,2050712;28682242,4740766;0,586176171948023;21440,8110994191
"413";52;2;1;3;5;2;1;2;5;3;3;1;3;52;1;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;1;2;3;1;4;2;5;4;1;2;2;2;2;2;2;1;;;5;1;2;2;6;2;2;4;5;3;4;4;1;1;1;1;2;2;6106169,83467086;2450025,89065194;124323,63652788;3304153,87534937;3641997,23256681;3,93561338161022;8157,06324359798
"414";31;3;5;1;2;1;1;2;3;1;1;1;2;31;1;3;5;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;2;2;4;1;2;2;2;2;2;2;1;;;1;1;5;2;4;1;;;3;3;2;4;1;1;3;1;1;1;33729345,155718;13074442,5753399;7120100,46124758;19056393,9532222;14864998,1397709;0,36751209018029;20065,3912303901
"415";35;2;6;1;2;1;1;2;5;2;3;1;2;35;1;1;1;2;1;1;1;2;2;1;2;1;1;2;1;2;1;2;1;2;3;2;1;4;1;2;2;2;2;2;2;1;;;4;5;5;2;3;1;;;3;4;1;4;1;1;3;3;1;2;33729345,155718;12274670,31592;38434986,0707912;19056393,9532222;28682242,4740766;0,310328561619542;9539,88584416642
"416";35;2;5;4;1;3;97;2;5;1;1;3;2;35;2;;;2;1;2;1;1;1;2;2;1;1;1;1;1;1;1;2;1;4;2;1;3;1;2;2;2;2;2;2;2;2;2;;1;2;2;1;2;1;4;3;1;1;3;3;2;1;1;2;3;33729345,155718;16426598,6548108;38434986,0707912;23063521,2050712;29495819,6060058;0,879264257922035;50009,1257084896
"417";35;3;1;1;2;1;1;1;4;1;1;2;1;33;2;;;2;1;1;2;2;1;2;1;2;1;1;1;1;1;2;1;1;3;2;1;4;1;2;2;2;2;2;2;2;2;1;;5;3;2;5;2;2;4;3;2;1;4;2;2;2;3;2;1;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;14864998,1397709;0,439632128961017;23215,1661342541
"418";42;2;3;2;2;2;2;2;3;2;2;1;2;42;1;2;1;2;2;1;1;2;1;1;2;1;2;2;1;1;2;2;2;1;3;1;1;3;1;2;2;2;2;2;2;1;;;1;2;3;2;2;1;;;4;1;1;3;1;1;2;2;1;2;12930544,5058041;5477973,27518231;18888615,4929057;6745263,54772842;10940047,4281071;0,54278993937871;65811,0244764938
"419";21;2;5;2;1;2;2;2;4;1;1;1;2;21;1;6;6;2;1;1;1;2;1;1;2;1;1;1;1;2;2;2;1;2;1;1;1;3;2;2;2;2;2;2;2;1;;;1;1;97;1;;;;;2;2;1;2;1;1;97;1;1;1;24016636,1990366;8602333,35355409;11020165,745746;6779182,58867662;19569199,9578762;0,951065800184356;52488,814161976
"420";35;3;5;3;2;2;2;2;5;3;3;1;3;35;1;2;3;2;1;1;1;2;1;1;2;1;1;2;1;2;1;2;3;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;;1;3;2;6;1;;;3;2;1;2;3;2;2;1;1;2;33729345,155718;13215495,0630608;38434986,0707912;11106514,9869069;28682242,4740766;0,879264257922035;37171,3825400984
"421";15;1;5;2;2;2;1;2;4;1;1;1;3;15;1;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;2;2;1;1;2;1;4;1;2;2;2;2;2;2;1;;;1;5;5;2;6;2;2;4;1;1;1;4;1;1;3;3;2;2;6635351,59351707;4272340,37819496;2438978,46931809;2403297,95069104;5331736,77354466;0,457804394479624;35324,6455242571
"422";35;3;5;1;3;1;1;2;4;1;1;1;2;35;1;3;4;2;2;1;1;2;1;1;2;1;1;1;1;2;2;2;1;2;2;1;1;4;1;2;2;2;2;2;2;2;2;2;;4;5;1;;;;;3;5;1;4;3;2;3;3;1;3;39313715,0641353;18051853,6107218;38434986,0707912;19056393,9532222;29495819,6060058;0,656013378628798;29036,3086545931
"423";35;3;5;4;1;3;2;2;97;2;1;1;2;35;2;;;2;1;1;1;1;1;2;2;1;1;1;1;1;2;2;3;1;3;2;1;4;1;2;2;2;2;2;2;2;2;1;;3;1;1;;;;;3;5;1;4;2;2;1;3;1;2;33729345,155718;18051853,6107218;38434986,0707912;19056393,9532222;28682242,4740766;0,879264257922035;38268,806576527
"424";17;2;3;2;1;2;2;2;3;1;1;1;2;17;1;2;3;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;3;2;3;3;1;2;2;2;2;2;2;1;;;5;1;3;2;4;2;2;9;1;1;3;3;1;1;2;1;2;1;6635351,59351707;4272340,37819496;10134655,0132459;4162214,51581537;4456290,69892459;0,483909500361074;104175,264529424
"425";35;3;5;3;1;2;1;2;4;2;1;1;2;35;1;6;5;1;2;1;1;2;1;2;2;1;1;1;1;2;2;1;1;1;4;2;3;3;1;2;2;2;2;2;2;2;2;1;;2;3;2;5;2;2;4;3;1;3;3;2;2;2;2;2;2;33729345,155718;16426598,6548108;26621802,0272178;23063521,2050712;28682242,4740766;7,65348941733598;357856,665804277
"426";26;2;5;1;2;2;2;2;4;1;1;1;2;26;1;3;5;2;1;1;1;2;2;2;1;2;1;2;1;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;;1;3;2;3;1;;;2;3;1;2;3;2;2;1;1;3;20650371,2362658;8139563,11841058;11020165,745746;6779182,58867662;10843662,275684;0,983580504173415;14589,839405122
"427";50;1;1;2;4;2;2;1;5;2;2;1;3;50;1;2;3;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;4;2;2;3;1;1;1;2;2;2;2;1;;;2;1;2;2;3;1;;;5;2;2;3;1;1;1;1;1;1;6106169,83467086;2481985,53106518;1133334,85751398;3563234,29696145;4012685,55407314;4,41964503766641;207430,633969298
"428";35;2;5;2;1;2;2;2;3;1;2;1;2;35;1;2;2;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;2;2;4;1;1;3;1;2;2;2;2;2;2;1;;;2;1;2;2;2;1;;;3;4;1;3;1;1;1;1;1;1;39313715,0641353;12274670,31592;38434986,0707912;23063521,2050712;14864998,1397709;1,75852851584407;113457,706638944
"429";52;2;5;2;5;2;1;2;3;1;1;1;2;52;2;;;2;2;1;1;2;1;1;2;1;2;2;1;2;2;2;2;2;4;2;3;4;1;2;2;2;2;2;2;1;;;2;1;5;2;3;1;;;5;5;3;4;1;1;3;1;1;3;6106169,83467086;2445051,10596299;7038914,08024251;3304153,87534937;5238381,45095394;1,72994787862967;22784,2207006809
"430";52;2;5;1;1;1;2;2;3;1;1;1;3;52;1;1;2;2;2;2;2;1;1;2;2;1;1;2;1;1;1;1;2;2;4;2;3;3;2;2;2;2;2;2;2;1;;;3;2;2;2;2;1;;;5;4;3;2;1;1;1;2;1;2;6106169,83467086;2178021,33998164;7038914,08024251;2120908,14236507;3641997,23256681;0,787122676322043;32743,9806089555
"431";29;2;5;3;1;1;1;2;3;2;1;1;3;29;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;1;1;4;1;3;3;1;2;2;2;2;2;2;2;1;;1;1;2;2;5;1;;;2;2;3;3;1;1;1;1;1;3;24016636,1990366;8602333,35355409;28042475,6364488;12938473,1900709;10843662,275684;0,4981095747969;18467,3152679807
"432";42;1;2;2;2;97;1;2;5;1;1;1;3;42;2;;;2;97;1;2;1;1;1;2;1;2;2;1;1;2;1;2;97;4;1;1;97;;2;2;2;2;2;2;1;;;97;5;97;97;;;;;4;3;1;4;1;1;97;3;97;1;12930544,5058041;4413565,07719106;18888615,4929057;6035664,3758086;9103462,815831;0,54278993937871;35638,3033567602
"433";15;3;4;4;1;1;2;2;3;1;1;1;2;15;1;2;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;1;1;3;2;2;2;2;2;2;2;2;2;2;2;;2;2;1;;;;;1;5;3;1;3;2;1;2;1;3;7039177,41749923;2204355,52273676;10134655,0132459;4732924,51842699;3886501,53854705;0,915608788959247;127890,575777178
"434";32;1;5;4;1;1;2;2;5;3;3;97;3;32;1;6;6;2;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2;2;4;2;3;3;2;2;2;2;2;2;2;1;;;5;2;2;2;4;1;;;3;2;3;2;1;1;1;2;1;1;33729345,155718;13215495,0630608;26621802,0272178;11106514,9869069;14864998,1397709;0,508632768927348;28309,0720396734
"435";15;1;2;1;2;1;1;1;3;1;1;2;3;15;1;3;2;2;2;1;2;2;1;2;1;2;1;1;1;2;2;2;2;2;2;1;3;4;1;2;2;2;2;2;2;1;;;5;2;4;2;97;1;;;1;2;3;4;1;1;3;2;1;2;7039177,41749923;2790858,56958486;10134655,0132459;2403297,95069104;5331736,77354466;0,457804394479624;23041,7512986622
"436";21;3;3;1;1;2;1;2;3;1;1;1;2;21;1;1;1;2;1;1;1;1;1;1;2;1;2;2;1;97;2;2;1;1;1;1;2;4;1;2;2;2;2;2;2;1;;;2;1;3;2;4;1;;;2;4;2;4;1;1;2;1;1;3;24016636,1990366;6803249,7668619;5260950,8213287;6955158,89754272;10843662,275684;0,497333327749742;7840,67846929684
"437";32;2;4;2;2;2;2;2;3;1;1;1;2;32;1;7;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;2;1;2;1;2;3;2;2;2;2;2;2;2;2;1;;;5;2;2;2;4;1;;;3;3;3;1;1;1;1;2;1;2;33729345,155718;13074442,5753399;26621802,0272178;19816630,074653;28682242,4740766;10,1726553785469;834406,658294283
"438";11;2;4;1;4;2;1;2;5;3;3;1;1;11;1;1;2;2;2;1;1;1;2;2;1;1;2;1;2;2;1;2;2;1;2;2;2;4;1;2;2;2;2;2;2;1;;;2;97;97;97;;;;;1;3;2;4;1;1;97;97;97;2;6635351,59351707;2476365,06361893;947057,45446218;2403297,95069104;5331736,77354466;0,961305097944681;17656,8917383158
"439";27;2;5;2;2;1;1;1;4;1;1;1;2;27;1;2;5;2;1;1;1;2;1;2;2;1;2;2;1;2;2;2;1;1;3;1;1;4;2;2;2;2;2;2;2;2;2;2;;2;3;2;4;2;1;1;2;2;1;4;3;2;2;2;2;2;24016636,1990366;8602333,35355409;11020165,745746;6955158,89754272;14254145,2017422;0,445522398427116;10533,7615733637
"440";33;3;1;3;4;3;97;2;5;1;2;2;3;33;2;;;2;1;1;2;1;1;1;2;1;2;2;1;2;2;2;1;97;1;2;1;4;1;2;2;2;2;2;2;2;2;2;;3;4;2;2;2;1;4;3;2;1;4;3;2;3;3;2;3;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;29495819,6060058;0,768344108619711;25347,5991772253
"441";29;1;2;4;3;1;2;2;3;1;1;1;2;31;2;;;2;2;1;1;2;1;1;2;1;2;2;1;1;2;2;2;2;4;2;2;3;1;2;2;2;2;2;2;2;2;2;;5;2;1;;;;;2;1;2;3;3;2;1;3;1;2;20650371,2362658;12114338,2670676;5260950,8213287;12938473,1900709;14254145,2017422;0,4981095747969;31697,9592998677
"442";15;1;5;4;1;3;97;2;4;2;2;2;1;15;2;;;2;2;1;1;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;3;4;1;2;2;2;2;2;2;2;2;2;;2;4;2;3;2;1;4;1;1;3;4;3;2;3;2;2;3;6635351,59351707;4272340,37819496;10134655,0132459;2403297,95069104;3886501,53854705;0,457804394479624;13258,6953634439
"443";21;3;5;4;1;2;1;2;3;1;1;1;2;21;1;1;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;3;2;1;1;3;2;2;2;2;2;2;2;1;;;2;1;97;2;5;2;2;3;2;5;1;2;1;1;97;1;2;3;24016636,1990366;9007522,92940827;11020165,745746;6779182,58867662;10843662,275684;0,497333327749742;30228,5960635808
"444";43;1;4;1;1;1;1;2;5;3;3;2;2;43;1;1;2;2;2;2;1;2;2;2;1;1;2;1;1;2;1;1;1;2;3;2;1;4;2;2;2;2;2;2;2;1;;;5;1;97;2;2;1;;;4;5;1;4;1;1;97;1;1;2;11713407,8682251;6013776,57309264;18888615,4929057;6035664,3758086;10940047,4281071;0,655970057994324;23900,1087189358
"445";35;2;5;1;2;1;1;2;4;1;1;1;2;35;1;1;3;2;1;1;97;1;1;2;1;1;2;2;1;2;2;2;2;2;4;1;1;4;1;2;2;2;2;2;2;2;2;1;;97;97;97;;;;;3;4;1;4;2;2;97;97;97;3;39313715,0641353;12274670,31592;38434986,0707912;19056393,9532222;29495819,6060058;0,439632128961017;13744,0289644556
"446";41;3;2;3;3;2;2;2;3;2;1;1;3;41;1;2;2;1;1;1;1;2;1;2;2;1;1;2;1;1;1;2;2;1;97;1;1;4;1;2;2;2;2;2;2;2;2;2;;1;2;2;2;1;;;4;3;1;4;3;2;1;1;1;3;12930544,5058041;4413565,07719106;18888615,4929057;6035664,3758086;4600442,13009103;1,71869298227521;76958,5676175986
"447";43;3;5;2;2;2;2;2;2;2;2;1;2;43;1;3;3;2;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;2;4;1;3;3;1;2;2;2;2;2;2;1;;;5;5;4;2;7;1;;;4;1;3;3;1;1;3;3;1;3;12930544,5058041;5477973,27518231;4529896,19224138;6745263,54772842;4600442,13009103;0,828532879351688;69746,6246821015
"448";41;1;1;2;2;3;2;2;97;1;1;1;3;41;1;3;97;2;97;1;1;1;1;1;2;1;2;2;1;1;2;2;2;2;4;1;1;4;1;2;2;2;2;2;2;2;2;1;;4;4;2;3;2;1;4;4;1;1;4;2;2;3;3;2;3;12930544,5058041;5477973,27518231;18888615,4929057;6035664,3758086;4600442,13009103;0,572897660758402;31262,3333518975
"449";24;2;4;1;2;2;97;1;3;1;1;1;2;24;1;2;2;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;1;1;1;6;;2;2;2;2;2;2;2;1;;2;3;4;2;4;1;;;2;3;1;4;1;1;3;3;1;1;24016636,1990366;8139563,11841058;11020165,745746;6955158,89754272;19569199,9578762;0,492441024691407;23507,2946259024
"450";29;3;5;1;1;1;97;2;3;1;1;1;2;26;2;;;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;1;4;1;2;2;2;2;2;2;2;2;2;;1;3;1;;;;;2;5;1;4;3;2;2;1;1;2;24016636,1990366;9007522,92940827;11020165,745746;6955158,89754272;14254145,2017422;0,24905478739845;17924,6902355042
"451";43;2;5;2;2;2;1;2;2;1;1;1;1;43;1;3;3;2;2;1;1;1;1;2;1;1;2;2;1;1;2;2;2;1;1;2;1;4;1;2;2;2;2;2;2;1;;;2;2;5;2;3;1;;;4;3;1;4;1;1;3;2;1;2;11713407,8682251;4413565,07719106;18888615,4929057;6035664,3758086;10940047,4281071;0,310699829756883;16653,0998603407
"452";53;2;4;2;1;2;1;1;4;1;1;1;2;29;1;1;3;1;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;1;2;1;3;2;2;2;2;2;2;2;2;1;;;3;1;3;2;4;2;3;1;5;5;3;1;1;1;2;1;2;3;6786894,40292303;2445051,10596299;7038914,08024251;3904767,922918;5238381,45095394;0,33958261564467;23685,9517608776
"453";31;3;5;1;2;1;2;2;2;1;1;1;3;31;1;1;2;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;3;4;2;2;2;2;2;2;2;1;;;1;1;2;2;3;2;1;4;3;1;3;4;1;1;1;1;2;3;39313715,0641353;16426598,6548108;26621802,0272178;19056393,9532222;29495819,6060058;0,36751209018029;13553,9482639017
"454";26;3;4;2;1;2;1;2;3;1;1;1;3;26;1;3;4;2;1;1;2;2;1;2;2;1;1;2;1;2;2;1;2;1;4;1;3;4;2;2;2;2;2;2;2;1;;;3;1;2;2;2;1;;;2;4;3;4;1;1;1;1;1;3;24016636,1990366;6803249,7668619;28042475,6364488;6955158,89754272;10843662,275684;1,31144067223122;25625,8394122119
"455";29;1;6;3;2;2;97;2;3;1;1;1;2;29;1;3;3;2;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;4;1;3;3;1;2;2;2;2;2;2;1;;;5;2;2;2;3;2;1;1;2;1;3;3;1;1;1;2;2;1;24016636,1990366;12114338,2670676;28042475,6364488;12938473,1900709;19569199,9578762;0,4981095747969;106776,614662829
"456";33;3;3;1;7;1;1;1;4;1;1;1;3;33;1;6;5;2;1;1;1;1;1;1;2;1;1;2;1;1;2;2;1;1;3;2;3;3;1;2;2;2;2;2;2;1;;;1;4;2;2;2;1;;;3;1;3;3;1;1;1;3;1;3;33729345,155718;16426598,6548108;26621802,0272178;23063521,2050712;29495819,6060058;0,768344108619711;35934,437186964
"457";26;2;6;2;2;2;1;2;5;1;1;1;2;26;1;2;3;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;2;3;4;1;2;2;2;2;2;2;1;;;2;4;97;2;4;2;2;2;2;1;3;4;1;1;97;3;2;3;20650371,2362658;12114338,2670676;28042475,6364488;6955158,89754272;10843662,275684;3,27860168057805;94189,1144654679
"458";26;3;3;2;2;2;1;1;3;1;1;1;2;26;1;3;3;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;4;1;2;2;2;2;2;2;1;;;2;2;4;2;4;1;;;2;2;1;4;1;1;3;2;1;1;24016636,1990366;8602333,35355409;11020165,745746;6955158,89754272;19569199,9578762;0,65572033611561;29601,6555735318
"459";43;1;7;2;1;2;2;2;2;1;1;1;2;43;1;5;2;2;1;1;1;1;1;1;2;1;2;2;1;1;2;1;1;1;3;1;1;4;2;2;2;2;2;2;2;1;;;4;97;97;2;4;2;1;4;4;1;1;4;1;1;97;97;2;3;12930544,5058041;5477973,27518231;18888615,4929057;6035664,3758086;4600442,13009103;0,621399659513766;33909,0288390396
"460";31;2;5;3;3;2;2;2;3;1;1;1;2;31;1;3;3;2;2;2;1;1;1;2;1;1;1;2;1;2;2;2;2;1;1;2;1;2;1;2;2;2;2;2;2;1;;;5;1;4;1;;;;;3;5;1;2;1;1;3;1;1;3;33729345,155718;18051853,6107218;38434986,0707912;11106514,9869069;29495819,6060058;0,551268135270436;30761,5016154674
"461";23;2;5;2;3;1;1;2;3;1;1;1;2;23;1;3;3;1;2;1;1;2;1;1;2;2;2;1;1;2;2;1;1;2;2;1;3;3;1;2;2;2;2;2;2;1;;;3;1;2;2;2;1;;;2;2;3;3;1;1;1;1;1;2;24016636,1990366;8602333,35355409;28042475,6364488;12938473,1900709;14254145,2017422;0,453686778091558;24348,947609662
"462";42;3;5;2;1;2;2;2;3;1;1;1;3;42;2;;;1;2;2;1;1;1;2;1;1;1;1;2;2;1;1;2;1;2;1;3;2;2;2;2;2;2;2;2;1;;;5;2;2;2;6;1;;;4;1;3;1;1;1;1;2;1;1;12930544,5058041;5477973,27518231;4529896,19224138;7704240,77803519;9103462,815831;1,08557987875742;189673,300945782
"463";31;2;5;1;2;1;1;1;4;1;1;1;2;31;1;5;2;2;1;2;1;2;1;2;1;2;1;1;2;2;1;2;1;2;2;2;1;4;1;1;2;2;2;1;2;2;2;2;;3;3;2;2;2;1;4;3;2;1;4;3;2;2;3;2;1;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;14864998,1397709;0,551268135270436;29110,2048775839
"464";26;1;4;1;6;1;2;2;5;1;1;1;3;26;1;1;1;2;1;1;2;2;2;2;1;2;2;1;1;2;1;1;2;2;4;2;3;4;1;2;2;2;2;2;2;2;2;2;;5;4;2;5;2;5;8;2;5;3;4;3;2;3;3;2;3;20650371,2362658;9007522,92940827;28042475,6364488;6955158,89754272;10843662,275684;3,2873491271881;137422,211246152
"465";53;1;3;1;2;1;2;2;4;1;1;1;3;15;1;3;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;2;4;2;4;2;1;2;2;2;2;2;2;1;;;5;2;97;1;;;;;5;1;4;2;1;1;97;2;1;3;6106169,83467086;3337980,36993214;124323,63652788;2120908,14236507;5238381,45095394;0,129970187166955;777,135345282128
"466";26;3;1;1;3;1;1;1;3;1;1;1;1;26;1;4;3;2;1;1;1;1;1;1;2;2;2;2;1;2;97;2;2;1;1;2;3;2;2;2;2;2;2;2;2;1;;;1;97;2;2;7;1;;;2;5;3;1;1;1;1;97;1;2;20650371,2362658;9007522,92940827;28042475,6364488;17994192,7590122;14254145,2017422;1,69063669398245;323250,23447706
"467";43;2;4;4;1;2;97;2;3;1;1;1;2;43;1;6;2;2;1;1;2;1;1;2;2;1;2;2;1;2;1;2;2;1;4;1;1;3;2;2;2;2;2;2;2;2;2;2;;4;3;2;2;1;;;4;2;1;2;3;2;2;3;1;1;12930544,5058041;4325648,00057885;18888615,4929057;4158783,67245696;9103462,815831;0,621399659513766;34146,5474615598
"468";53;1;6;2;6;1;2;2;5;1;1;1;3;53;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;4;1;2;2;2;2;2;2;2;2;2;;1;4;1;;;;;5;4;3;4;3;2;3;1;1;3;6106169,83467086;2178021,33998164;7038914,08024251;3304153,87534937;5238381,45095394;0,663829867443377;10054,5485986304
"469";15;2;5;2;1;2;2;2;4;1;1;1;2;15;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;1;4;2;1;4;2;2;2;2;2;2;2;1;;;1;1;2;2;3;1;;;1;2;1;4;1;1;1;1;1;3;6635351,59351707;2790858,56958486;2438978,46931809;2403297,95069104;3886501,53854705;0,457804394479624;5944,7673459301
"470";31;2;5;4;1;2;2;2;5;2;1;2;2;31;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;1;1;2;1;4;1;3;3;1;2;2;2;2;2;2;2;2;2;;2;3;2;2;1;;;3;3;3;3;3;2;2;2;1;3;39313715,0641353;13074442,5753399;26621802,0272178;23063521,2050712;29495819,6060058;1,4395415717379;52667,5016725939
"471";28;1;5;4;1;2;2;2;2;1;1;97;2;28;1;2;4;1;1;1;2;1;1;2;1;1;1;2;1;2;1;2;2;1;4;1;3;1;;2;2;2;2;2;2;1;;;5;1;2;2;7;97;;;2;3;3;1;1;1;1;1;97;1;24016636,1990366;8139563,11841058;28042475,6364488;17994192,7590122;19569199,9578762;1,08426442990908;195728,241425402
"472";16;3;3;3;1;1;1;2;3;1;1;1;2;16;1;2;3;1;1;1;1;2;1;1;2;1;2;2;1;2;1;1;3;3;3;1;3;4;1;2;2;2;2;2;2;1;;;2;1;2;2;5;1;;;1;3;3;4;1;1;1;1;1;3;7039177,41749923;2476365,06361893;10134655,0132459;2403297,95069104;3886501,53854705;0,687169980392674;8818,97363826676
"473";15;1;6;1;2;1;2;2;5;3;3;1;3;15;1;3;2;2;1;1;2;2;1;2;1;1;2;1;1;2;1;1;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;1;;2;4;2;6;1;;;1;2;2;2;2;2;3;2;1;2;6635351,59351707;2790858,56958486;947057,45446218;2376092,0260829;5331736,77354466;0,457804394479624;9725,86287836896
"474";24;1;5;4;1;2;1;2;3;3;1;3;2;24;1;3;3;1;2;1;1;2;1;2;1;1;1;1;1;2;2;2;2;3;2;1;3;3;2;2;2;2;2;2;2;1;;;3;1;97;97;;;;;2;4;3;2;1;1;97;1;97;2;24016636,1990366;6803249,7668619;28042475,6364488;6779182,58867662;14254145,2017422;0,246220512345704;8514,47215351899
"475";52;2;4;2;1;3;2;2;3;3;1;97;97;52;1;1;1;97;2;1;1;2;1;1;2;1;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;;1;97;2;2;1;;;5;5;1;1;3;2;97;1;1;2;6786894,40292303;2445051,10596299;4596491,66330952;3904767,922918;3641997,23256681;0,787122676322043;165797,46085592
"476";28;3;5;3;1;2;1;2;5;2;1;2;2;28;1;1;2;1;2;2;1;1;1;2;2;1;1;1;1;2;1;2;3;2;4;1;3;2;1;2;2;2;2;2;2;2;1;;7;4;2;2;2;1;;;2;5;3;2;1;1;1;3;1;3;24016636,1990366;9007522,92940827;28042475,6364488;6779182,58867662;10843662,275684;0,542132214954538;39437,850074676
"477";31;2;2;4;97;2;2;2;3;2;2;3;3;31;1;3;6;1;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;3;3;1;3;3;1;2;2;2;2;2;2;1;;;3;1;2;2;3;2;1;1;3;3;3;3;1;1;1;1;2;3;39313715,0641353;13074442,5753399;26621802,0272178;23063521,2050712;29495819,6060058;0,551268135270436;20168,8620922228
"478";33;3;1;3;2;2;2;2;3;1;1;1;2;33;1;1;97;1;1;1;2;1;1;97;2;1;2;2;2;2;97;1;2;2;97;1;2;4;1;2;2;2;2;2;2;2;2;1;;97;2;2;4;1;;;3;3;2;4;2;2;1;97;1;3;39313715,0641353;13074442,5753399;7120100,46124758;19056393,9532222;29495819,6060058;1,53668821723942;53291,5322945761
"479";33;1;1;1;2;1;1;1;5;3;3;2;3;33;1;3;2;2;1;1;2;2;1;2;2;1;1;1;2;2;1;2;2;2;4;2;5;1;;1;2;2;1;2;2;2;2;1;;4;2;2;8;1;;;3;4;4;1;2;2;1;3;1;3;33729345,155718;12274670,31592;866171,66059673;19816630,074653;29495819,6060058;0,662028921374107;21527,0553502542
"480";51;2;5;3;5;2;2;2;5;3;3;1;2;51;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;;;5;2;3;2;5;1;;;5;4;2;2;1;1;2;2;1;1;6106169,83467086;2178021,33998164;1133334,85751398;2120908,14236507;4012685,55407314;2,23892060684152;37326,6831521381
"481";29;1;1;2;2;2;2;2;3;1;1;1;2;29;1;4;4;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;3;2;3;4;2;2;2;2;2;2;2;1;;;5;4;3;2;4;2;2;4;2;1;3;4;1;1;2;3;2;3;20650371,2362658;12114338,2670676;28042475,6364488;6955158,89754272;10843662,275684;0,352544860239591;10128,0641658991
"482";31;2;5;2;2;2;2;2;5;1;2;1;2;31;1;2;2;2;2;2;1;2;1;2;2;1;1;2;1;2;2;1;2;2;4;1;1;4;1;2;2;2;2;2;2;1;;;6;1;97;2;6;2;1;9;3;2;1;4;1;1;97;1;2;2;39313715,0641353;13215495,0630608;38434986,0707912;19056393,9532222;28682242,4740766;0,551268135270436;18485,7149072302
