"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10_1";"P10_2";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P21_1";"P21_2";"P21_3";"P21_4";"P21_5";"P21_6";"P22";"P23";"P24";"V05";"V07";"V08";"V09";"V09_A";"V09_B_1";"V09_B_2";"V09_B_3";"V09_B_4";"V09_B_97";"V10";"V11";"V12";"V12_A";"V13";"V14";"V14_A";"V14_B";"V14_C";"V14_D";"V14_F";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_DOM_SIMPLES";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"339";24;1;3;3;3;3;1;2;2;2;1;1;2;24;1;3;2;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2;1;1;4;2;3;3;1;2;2;2;2;2;2;2;2;2;;4;97;2;4;2;2;10;2;1;3;3;3;2;97;3;2;1;20650371,2362658;12114338,2670676;28042475,6364488;12938473,1900709;19569199,9578762;0,492441024691407;74159,6066463574
"340";17;2;5;2;1;2;1;2;4;2;1;1;2;52;1;2;1;2;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;4;2;1;3;1;2;2;2;2;2;2;2;2;1;;1;2;2;3;2;2;10;1;4;1;3;2;2;1;1;2;2;6635351,59351707;1930609,47688079;2438978,46931809;4162214,51581537;5331736,77354466;3,69672695017773;320688,120074594
"341";51;2;5;1;4;2;2;2;3;97;2;97;2;51;1;7;1;2;97;97;2;2;97;97;2;1;2;1;2;2;97;2;2;1;2;1;3;2;2;2;2;2;2;2;2;1;;;3;97;97;1;;;;;5;5;3;1;1;1;97;97;1;3;6786894,40292303;2445051,10596299;7038914,08024251;3904767,922918;5238381,45095394;0,447784121368303;31233,0272793312
"342";35;3;5;2;1;2;2;2;3;1;1;1;2;35;1;2;3;1;1;1;2;1;1;1;2;1;2;2;1;2;2;2;2;1;4;1;1;3;1;2;2;2;2;2;2;2;2;2;;4;2;2;2;2;1;4;3;1;1;3;3;2;1;3;2;3;39313715,0641353;16426598,6548108;38434986,0707912;23063521,2050712;29495819,6060058;8,79264257922035;508448,551110983
"343";24;1;4;2;1;2;1;2;3;3;1;3;3;24;1;2;2;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;2;3;2;2;2;2;2;2;2;2;1;;;5;2;2;2;4;1;;;2;3;3;1;1;1;1;2;1;2;20650371,2362658;8139563,11841058;28042475,6364488;17994192,7590122;14254145,2017422;2,46220512345704;163538,888107656
"344";42;3;2;3;7;1;1;2;4;1;1;1;3;42;1;2;2;2;2;97;1;2;1;1;2;1;1;2;1;1;97;1;2;2;4;2;1;3;1;2;2;2;2;2;2;1;;;1;1;2;2;5;1;;;4;2;1;3;1;1;1;1;1;2;11713407,8682251;4325648,00057885;18888615,4929057;6745263,54772842;10940047,4281071;0,54278993937871;31612,9971628421
"345";31;3;5;3;3;1;2;2;4;1;1;1;2;31;1;2;1;2;1;1;2;2;2;2;1;1;2;2;1;2;1;1;2;1;4;1;1;2;2;2;2;2;2;2;2;2;2;2;;1;2;2;3;1;;;3;4;1;1;3;2;1;1;1;1;39313715,0641353;12274670,31592;38434986,0707912;19816630,074653;14864998,1397709;1,10253627054087;162183,101740481
"346";25;2;6;1;2;1;1;2;3;1;1;1;3;25;2;;;2;1;1;2;2;2;2;1;2;1;1;2;2;2;1;1;2;2;2;3;3;1;2;2;2;2;2;2;1;;;2;1;3;2;4;1;;;2;2;3;3;1;1;2;1;1;1;20650371,2362658;8602333,35355409;28042475,6364488;12938473,1900709;19569199,9578762;1,12318356856561;80857,471194517
"347";16;3;5;1;4;1;1;1;3;2;2;1;2;16;1;3;2;2;1;1;2;1;1;2;2;1;1;1;1;2;1;1;2;1;2;1;1;4;1;2;2;2;2;2;2;2;2;1;;1;1;2;8;2;3;4;1;1;1;4;2;2;1;1;2;1;7039177,41749923;4272340,37819496;2438978,46931809;2403297,95069104;4456290,69892459;0,687169980392674;115239,153329155
"348";31;2;6;2;1;2;2;2;4;1;1;2;2;31;1;3;3;2;1;2;2;1;1;1;2;1;1;1;1;2;1;1;3;1;2;2;1;1;;2;2;2;2;2;2;2;1;;5;2;2;2;2;1;;;3;5;1;1;1;1;1;2;1;2;33729345,155718;18051853,6107218;38434986,0707912;19816630,074653;28682242,4740766;4,96141321743392;634771,866732676
"349";23;3;6;2;4;2;1;2;3;1;1;1;3;23;1;5;3;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;4;1;3;3;2;2;2;2;2;2;2;2;2;1;;1;2;2;2;1;;;2;1;3;2;2;2;1;1;1;2;24016636,1990366;12114338,2670676;28042475,6364488;6779182,58867662;14254145,2017422;0,453686778091558;32832,9792876134
"350";50;3;1;4;2;1;97;2;5;1;2;1;2;50;2;;;2;2;1;97;2;1;2;2;1;1;1;1;2;1;1;1;1;4;1;3;3;1;2;2;2;2;2;2;1;;;5;5;2;2;2;1;;;5;2;3;3;1;1;1;3;1;3;6786894,40292303;2481985,53106518;7038914,08024251;3563234,29696145;5238381,45095394;0,441964503766641;30864,2697646073
"351";31;2;5;4;1;2;1;2;5;1;1;1;1;31;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;4;1;3;2;2;2;2;2;2;2;2;1;;;5;1;2;2;3;2;1;2;3;4;3;1;1;1;1;1;2;1;39313715,0641353;12274670,31592;26621802,0272178;19816630,074653;14864998,1397709;0,551268135270436;66680,8067258809
"352";15;3;3;2;4;2;2;2;2;1;1;1;2;15;1;3;3;2;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;2;1;3;1;2;2;2;2;2;2;1;;;5;1;3;2;5;1;;;1;4;1;3;1;1;2;1;1;2;6635351,59351707;1930609,47688079;2438978,46931809;4162214,51581537;5331736,77354466;0,228902197239812;19857,0833883876
"353";22;2;1;2;2;1;1;2;3;1;1;1;2;22;1;2;4;2;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;2;4;2;3;3;1;2;2;2;2;2;2;1;;;5;1;1;1;;;;;2;3;3;3;1;1;1;1;1;1;20650371,2362658;8139563,11841058;28042475,6364488;12938473,1900709;19569199,9578762;0,327257371942172;24912,0764305359
"354";53;2;5;1;2;2;97;2;4;1;1;2;1;53;;;;2;1;1;1;2;1;1;2;1;2;1;1;1;2;2;1;1;3;2;1;4;2;2;2;2;2;2;2;2;2;2;;1;97;2;4;2;2;4;5;1;1;4;3;2;97;1;2;3;6106169,83467086;3337980,36993214;4596491,66330952;3304153,87534937;5238381,45095394;0,663829867443377;60550,3398828789
"355";42;2;5;2;4;2;2;2;3;1;1;2;2;42;1;2;4;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;2;1;4;2;1;2;2;2;2;2;2;2;2;2;2;2;;1;3;2;2;1;;;4;1;1;1;3;2;2;1;1;1;11713407,8682251;5477973,27518231;18888615,4929057;7704240,77803519;9103462,815831;0,54278993937871;106293,70421626
"356";33;3;1;3;1;2;2;2;4;1;1;97;3;33;2;;;1;1;2;1;2;1;2;2;1;1;2;1;2;1;1;2;2;4;1;3;3;1;2;2;2;2;2;2;2;1;;5;4;2;2;3;1;;;3;2;3;3;1;1;1;3;1;2;39313715,0641353;13215495,0630608;26621802,0272178;23063521,2050712;28682242,4740766;1,32405784274821;47072,1677961084
"357";52;2;5;1;2;2;1;2;5;3;3;2;3;52;1;1;2;2;2;1;2;2;2;1;1;2;1;1;1;2;1;2;1;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;;4;5;2;4;1;;;5;4;3;3;3;2;3;3;1;1;6106169,83467086;2178021,33998164;7038914,08024251;3563234,29696145;4012685,55407314;0,663829867443377;31766,4817040244
"358";50;2;5;2;1;2;1;2;3;2;2;1;2;50;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;1;1;4;2;1;4;1;2;2;2;2;2;2;1;;;2;1;4;2;4;2;2;4;5;2;1;4;1;1;3;1;2;1;6106169,83467086;2481985,53106518;4596491,66330952;3304153,87534937;4012685,55407314;0,441964503766641;31662,2240188923
"359";41;2;5;2;4;3;1;1;97;1;1;97;1;41;1;4;2;2;1;2;1;2;1;2;1;1;2;1;1;2;2;2;3;1;2;2;1;3;1;2;2;2;2;2;2;1;;;4;1;97;2;4;1;;;4;2;1;3;1;1;97;1;1;2;11713407,8682251;4325648,00057885;18888615,4929057;6745263,54772842;10940047,4281071;0,229159064303361;13346,6085571774
"360";12;2;3;2;1;2;2;2;2;1;1;2;1;12;2;;;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;3;2;2;2;2;2;2;2;2;2;1;;5;1;2;2;4;1;;;1;2;3;1;1;1;1;1;1;2;7039177,41749923;2790858,56958486;10134655,0132459;4732924,51842699;5331736,77354466;0,609827374772333;83792,9343565357
"361";41;3;4;2;2;2;1;1;5;2;2;1;3;24;2;;;2;1;2;2;2;1;2;2;1;1;2;1;2;2;2;2;2;2;2;5;3;1;2;2;2;2;2;2;1;;;1;2;2;2;3;1;;;4;2;4;3;1;1;1;2;1;2;11713407,8682251;4325648,00057885;214541,00367572;6745263,54772842;10940047,4281071;0,429673245568802;4240,12592413152
"362";50;2;5;1;2;2;1;1;5;2;1;1;2;50;2;;;2;2;2;2;2;1;2;1;1;1;1;1;2;1;1;2;1;2;2;3;3;1;2;2;2;2;2;2;2;2;2;;1;4;2;3;2;2;10;5;2;3;3;3;2;3;1;2;2;6106169,83467086;2481985,53106518;7038914,08024251;3563234,29696145;3641997,23256681;0,441964503766641;51758,4471519954
"363";43;2;3;4;2;2;1;2;3;2;2;3;3;43;1;97;2;2;2;1;2;2;1;1;2;1;1;2;1;2;2;2;2;1;4;1;1;3;1;2;2;2;2;2;2;1;;;1;4;3;2;2;1;;;4;2;1;3;1;1;2;3;1;2;12930544,5058041;4325648,00057885;18888615,4929057;6745263,54772842;10940047,4281071;0,621399659513766;37498,8746020027
"364";29;2;5;2;1;2;1;1;3;1;1;2;2;29;1;6;6;2;1;1;1;2;1;1;2;1;1;1;1;2;2;2;2;2;4;1;3;2;2;2;2;2;2;2;2;1;;;2;2;3;2;4;1;;;2;3;3;1;1;1;2;2;1;3;24016636,1990366;8139563,11841058;28042475,6364488;17994192,7590122;10843662,275684;1,9924382991876;130129,139663297
"365";23;3;3;2;2;2;1;2;3;1;1;1;2;23;1;3;5;1;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;4;2;1;3;2;2;2;2;2;2;2;1;;;5;1;2;2;4;1;;;2;4;1;2;1;1;1;1;1;3;20650371,2362658;6803249,7668619;11020165,745746;6779182,58867662;10843662,275684;0,544424133709869;7633,96209469633
"366";33;2;3;2;4;2;2;2;4;1;1;2;3;33;1;2;3;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;1;;;5;2;3;2;3;1;;;3;2;1;1;1;1;2;2;1;1;33729345,155718;13215495,0630608;38434986,0707912;19816630,074653;14864998,1397709;0,441352614249405;68510,138786266
"367";16;3;5;1;2;2;1;2;3;1;1;1;2;16;1;2;2;1;2;1;2;2;1;1;1;1;2;2;1;2;1;1;1;1;4;2;3;4;1;2;2;2;2;2;2;1;;;2;1;4;2;3;1;;;1;4;3;4;1;1;3;1;1;3;6635351,59351707;1930609,47688079;10134655,0132459;2403297,95069104;3886501,53854705;0,824603976471208;15933,0984515812
"368";23;2;5;4;1;97;1;2;5;3;3;1;3;23;1;1;3;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;1;3;1;3;2;1;2;2;2;2;2;2;2;2;2;;1;2;2;3;1;;;2;3;3;2;3;2;1;1;1;1;24016636,1990366;8139563,11841058;28042475,6364488;6779182,58867662;19569199,9578762;0,453686778091558;31688,4500742254
"369";50;1;5;2;4;2;97;97;4;1;1;2;2;50;1;2;3;2;1;2;1;2;1;2;2;1;1;2;1;1;1;1;2;1;2;2;3;3;2;2;2;2;2;2;2;1;;;6;1;97;2;6;2;3;4;5;1;3;2;1;1;97;1;2;1;6106169,83467086;3337980,36993214;7038914,08024251;2120908,14236507;4012685,55407314;0,441964503766641;47302,3117284858
"370";23;3;2;1;1;2;1;2;3;1;1;1;2;23;1;5;2;2;2;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;1;1;1;4;1;2;2;2;2;2;2;1;;;1;4;4;2;2;1;;;2;2;1;4;1;1;3;3;1;3;24016636,1990366;8602333,35355409;11020165,745746;6955158,89754272;10843662,275684;0,453686778091558;7410,11358092835
"371";31;2;6;97;6;2;1;2;5;3;3;97;2;31;1;3;2;2;1;1;2;2;2;2;1;1;2;1;2;2;1;1;2;2;2;2;1;3;1;2;2;2;2;2;2;2;97;97;;1;97;97;;;;;3;5;1;3;97;97;97;1;97;2;33729345,155718;18051853,6107218;38434986,0707912;23063521,2050712;28682242,4740766;1,10253627054087;61869,5597713932
"372";15;1;1;2;3;2;1;2;2;1;2;1;2;15;1;6;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;3;3;1;2;2;2;2;2;2;2;1;;1;1;2;2;3;1;;;1;2;3;3;1;1;1;1;1;3;7039177,41749923;2790858,56958486;10134655,0132459;4162214,51581537;3886501,53854705;1,37341318343887;42248,8807394442
"373";51;1;5;2;2;2;1;2;3;1;1;1;1;51;1;2;7;2;2;1;1;2;1;1;1;2;2;2;1;2;2;2;1;1;3;1;1;4;1;2;2;2;2;2;2;2;2;2;;1;4;2;3;2;1;1;5;5;1;4;3;2;3;1;2;3;6786894,40292303;2445051,10596299;4596491,66330952;3304153,87534937;5238381,45095394;0,447784121368303;10620,2484594901
"374";31;1;1;1;1;2;1;2;3;1;1;1;2;31;1;2;3;1;1;1;2;1;1;1;1;1;1;2;1;1;1;2;1;1;4;2;3;3;1;2;2;2;2;2;2;1;;;5;5;3;2;8;2;2;9;3;1;3;3;1;1;2;3;2;2;33729345,155718;16426598,6548108;26621802,0272178;23063521,2050712;28682242,4740766;0,551268135270436;25775,8214710756
"375";33;3;1;4;2;3;2;2;5;3;2;2;3;33;2;;;1;1;2;2;1;1;1;2;1;1;1;1;2;1;2;1;2;4;2;2;4;1;2;2;2;2;2;2;1;;;5;1;97;2;3;1;;;3;2;2;4;1;1;97;1;1;2;33729345,155718;13215495,0630608;7120100,46124758;19056393,9532222;28682242,4740766;0,662028921374107;21942,7164602001
"376";33;1;4;2;1;2;1;2;3;2;3;1;2;33;1;2;4;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;2;2;4;2;3;3;1;2;2;2;2;2;2;1;;;1;2;3;2;4;1;;;3;4;3;3;1;1;2;2;1;3;33729345,155718;12274670,31592;26621802,0272178;23063521,2050712;29495819,6060058;0,662028921374107;21581,8032149205
"377";17;2;4;4;3;2;2;2;3;1;1;1;2;17;1;2;3;2;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;1;4;1;3;4;1;2;2;2;2;2;2;2;1;;2;1;2;2;5;1;;;1;5;3;4;1;1;1;1;1;2;7039177,41749923;2204355,52273676;10134655,0132459;2403297,95069104;5331736,77354466;0,483909500361074;68262,6236997014
"378";33;3;3;3;4;2;2;2;5;3;3;1;2;33;2;;;2;2;2;1;1;1;2;2;1;1;2;1;2;1;1;2;1;4;1;3;3;2;2;2;2;2;2;2;2;1;;1;2;97;2;3;1;;;3;3;3;2;1;1;97;2;1;3;39313715,0641353;13074442,5753399;26621802,0272178;11106514,9869069;29495819,6060058;1,98608676412232;72239,0072076523
"379";15;3;4;4;1;2;1;2;3;1;3;1;2;15;2;;;2;2;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;4;2;2;2;1;1;2;2;2;1;2;2;2;1;;1;2;2;4;2;1;4;1;5;2;2;2;2;1;1;2;3;6635351,59351707;2204355,52273676;947057,45446218;2376092,0260829;3886501,53854705;1,83121757791849;39547,2454896518
"380";51;3;5;3;1;2;2;2;5;2;1;1;3;51;1;1;2;1;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;4;1;3;4;1;2;2;2;2;2;2;2;2;2;;1;2;2;2;1;;;5;3;3;4;3;2;1;1;1;3;6786894,40292303;2450025,89065194;7038914,08024251;3304153,87534937;5238381,45095394;4,47784121368303;76782,975685041
"381";52;3;5;2;4;2;1;2;3;1;1;1;2;52;1;3;3;1;1;2;1;1;1;2;1;1;1;2;1;2;2;2;1;1;2;1;1;3;1;2;2;2;2;2;2;2;2;2;;2;2;2;3;1;;;5;2;1;3;3;2;1;2;1;2;6786894,40292303;2481985,53106518;4596491,66330952;3563234,29696145;3641997,23256681;0,305118601063717;64346,8601179592
"382";26;2;4;1;2;1;1;2;3;1;1;1;2;26;1;2;5;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;3;4;1;1;1;2;2;2;2;2;2;1;;3;2;2;3;1;;;2;1;3;4;2;2;1;3;1;3;24016636,1990366;12114338,2670676;28042475,6364488;6955158,89754272;10843662,275684;0,65572033611561;26814,4427372492
"383";33;3;5;2;1;1;1;1;3;1;1;1;1;33;1;4;5;2;2;1;1;2;2;1;2;1;1;1;1;2;1;2;2;1;3;2;1;4;2;2;2;2;2;2;2;1;;;5;2;2;2;5;1;;;3;2;1;4;1;1;1;2;1;3;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;29495819,6060058;0,662028921374107;21840,2712462617
"384";32;1;4;2;2;2;2;2;97;1;1;1;2;32;1;3;3;2;1;1;2;1;1;2;2;1;2;1;1;1;97;2;2;2;4;2;3;4;1;2;2;2;2;2;2;1;;;1;5;5;2;3;1;;;3;2;3;4;1;1;3;3;1;2;33729345,155718;13215495,0630608;26621802,0272178;19056393,9532222;28682242,4740766;0,254316384463674;6897,23762687779
"385";15;1;4;3;2;2;2;2;4;1;1;2;2;15;1;2;3;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;4;2;2;2;2;2;2;2;2;2;2;;2;3;2;4;1;;;1;2;3;4;3;2;2;2;1;2;6635351,59351707;2790858,56958486;10134655,0132459;2403297,95069104;5331736,77354466;0,457804394479624;16961,6552227699
"386";33;3;5;2;4;1;1;2;4;1;1;1;2;33;1;3;2;2;1;2;1;1;1;1;2;1;1;2;1;2;1;2;1;2;1;1;1;3;1;2;2;2;2;2;2;2;2;2;;3;3;2;1;2;1;1;3;4;1;3;3;2;2;3;2;3;39313715,0641353;12274670,31592;38434986,0707912;23063521,2050712;29495819,6060058;0,662028921374107;26684,5719910346
"387";22;1;5;1;5;1;1;1;2;1;1;2;1;22;1;4;3;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;4;2;2;2;2;2;2;2;1;;;2;2;3;2;4;2;1;4;2;1;2;4;1;1;2;2;2;2;20650371,2362658;12114338,2670676;5260950,8213287;6955158,89754272;14254145,2017422;0,654514743884345;21961,0610483868
"388";15;2;5;2;1;2;2;2;3;1;1;1;2;15;1;1;2;2;1;1;1;2;1;1;2;1;2;2;2;2;2;1;1;1;4;2;3;4;1;2;2;2;2;2;2;1;;;2;1;4;1;;;;;1;3;3;4;1;1;3;1;1;2;6635351,59351707;2476365,06361893;10134655,0132459;2403297,95069104;5331736,77354466;0,457804394479624;11924,5435367426
"389";42;2;5;4;1;2;2;2;5;2;2;1;2;42;1;1;3;1;1;1;1;2;2;2;1;1;2;1;1;1;1;2;2;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2;;1;97;2;3;1;;;4;4;1;1;3;2;97;1;1;1;11713407,8682251;4412989,44798431;18888615,4929057;7704240,77803519;9103462,815831;1,62836981813613;177786,916072803
"390";33;3;5;1;3;1;1;2;3;1;1;1;2;33;1;3;3;2;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;2;1;4;1;2;2;2;2;2;2;2;1;;5;4;97;97;;;;;3;2;1;4;1;1;97;3;97;3;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;29495819,6060058;0,640673149716878;21135,74636735
"391";29;3;5;1;1;1;2;2;5;1;1;1;2;29;1;4;3;2;2;1;1;1;1;2;2;1;2;2;1;2;1;1;3;2;4;1;2;4;1;2;2;2;2;2;2;2;2;2;;2;97;97;;;;;2;2;2;4;3;2;97;2;97;3;24016636,1990366;8602333,35355409;5260950,8213287;6955158,89754272;10843662,275684;0,4981095747969;7856,11558261333
"392";35;2;5;2;97;2;2;2;5;3;3;97;3;35;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;3;3;4;1;3;2;1;2;2;2;2;2;2;2;2;2;;4;2;2;4;1;;;3;1;3;2;3;2;1;3;1;3;39313715,0641353;16426598,6548108;26621802,0272178;11106514,9869069;29495819,6060058;0,879264257922035;41564,9534268008
"393";33;2;6;1;2;1;2;2;4;1;1;1;2;33;1;3;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;1;2;2;1;4;1;2;2;2;2;2;2;1;;;2;1;97;2;4;1;;;3;2;1;4;1;1;97;1;1;3;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;29495819,6060058;0,662028921374107;21840,2712462617
"394";35;2;5;1;6;1;2;1;3;1;1;1;2;35;1;6;7;2;1;1;2;2;1;2;1;1;2;1;1;2;1;2;2;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;;1;3;2;4;1;;;3;5;3;3;3;2;2;1;1;2;33729345,155718;18051853,6107218;26621802,0272178;23063521,2050712;28682242,4740766;3,06139576693439;141263,140395774
"395";35;3;5;4;2;2;2;2;5;97;97;3;3;35;1;3;2;2;1;1;1;1;1;2;2;1;1;2;1;2;2;2;1;1;4;1;97;97;;2;2;2;2;2;2;1;;;5;1;97;2;97;97;;;3;3;1;4;1;1;97;1;97;3;39313715,0641353;13074442,5753399;38434986,0707912;19056393,9532222;29495819,6060058;0,879264257922035;30342,6876197887
"396";23;2;1;2;2;2;1;2;3;1;1;1;2;23;1;3;2;2;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;4;2;1;4;1;2;2;2;2;2;2;2;1;;2;5;3;2;3;1;;;2;2;1;4;1;1;2;3;1;1;20650371,2362658;8602333,35355409;11020165,745746;6955158,89754272;19569199,9578762;0,181474711236623;5755,39845698768
"397";35;2;5;2;1;2;1;2;4;1;1;1;2;35;1;5;2;2;1;1;1;2;1;2;2;1;2;2;1;2;1;2;1;2;3;1;1;4;1;2;2;2;2;2;2;1;;;5;1;3;2;2;1;;;3;3;1;4;1;1;2;1;1;3;39313715,0641353;13074442,5753399;38434986,0707912;19056393,9532222;29495819,6060058;0,765348941733598;26411,5635884492
"398";35;3;1;2;1;2;97;2;3;1;1;1;2;35;2;;;2;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;1;4;2;3;3;1;2;2;2;2;2;2;1;;;5;4;2;2;2;2;1;4;3;1;3;3;1;1;1;3;2;3;33729345,155718;16426598,6548108;26621802,0272178;23063521,2050712;29495819,6060058;0,879264257922035;41122,025785819
"399";21;2;5;2;1;2;2;2;3;1;1;1;2;21;2;;;1;2;1;2;2;1;1;2;1;1;1;1;2;2;1;2;2;4;1;3;3;2;2;2;2;2;2;2;1;;;1;1;2;2;5;1;;;2;3;3;2;1;1;1;1;1;1;24016636,1990366;8139563,11841058;28042475,6364488;6779182,58867662;19569199,9578762;0,634043866789571;44285,7680405565
"400";35;3;5;4;2;3;2;2;97;1;1;1;2;35;1;5;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;3;2;1;4;1;2;2;2;2;2;2;1;;;1;2;97;2;2;1;;;3;2;1;4;1;1;97;2;1;3;33729345,155718;13215495,0630608;38434986,0707912;19056393,9532222;29495819,6060058;0,879264257922035;29006,8443691278
"401";21;2;4;2;1;2;2;2;5;1;1;1;2;53;;;;2;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;1;2;1;1;2;2;2;2;2;2;2;2;1;;;3;1;2;2;4;1;;;2;2;1;1;1;1;1;1;1;1;24016636,1990366;8602333,35355409;11020165,745746;17994192,7590122;19569199,9578762;0,330673301613998;47165,9662858151
"402";35;2;1;1;4;2;1;2;4;1;1;1;3;35;1;7;3;2;2;2;2;2;2;2;1;97;1;2;2;2;2;2;2;1;2;2;1;3;1;2;2;2;2;2;2;1;;;5;3;3;2;3;1;;;3;3;1;3;1;1;2;3;1;3;33729345,155718;13074442,5753399;38434986,0707912;23063521,2050712;29495819,6060058;0,659448193441526;28858,6624391676
"403";35;3;5;2;2;2;1;1;3;3;3;1;2;35;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;1;2;2;3;4;2;2;2;2;2;2;2;1;;;1;1;3;2;3;1;;;3;2;3;4;1;1;2;1;1;1;33729345,155718;13215495,0630608;26621802,0272178;19056393,9532222;14864998,1397709;0,439632128961017;19089,6090837438
"404";35;2;4;2;2;2;2;2;3;1;1;1;2;35;1;3;3;2;1;1;2;2;1;2;2;1;1;2;1;1;1;1;1;2;3;2;3;4;1;2;2;2;2;2;2;1;;;1;2;97;2;3;1;;;3;2;3;4;1;1;97;2;1;3;33729345,155718;13215495,0630608;26621802,0272178;19056393,9532222;29495819,6060058;0,879264257922035;23852,050705018
"405";35;3;5;2;2;2;2;2;3;1;1;1;3;35;1;5;2;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;1;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2;;4;97;2;5;2;1;2;3;1;1;3;3;2;97;3;2;2;39313715,0641353;16426598,6548108;38434986,0707912;23063521,2050712;28682242,4740766;0,879264257922035;50832,5103425807
"406";35;3;5;1;3;1;1;2;3;1;1;1;2;35;1;3;3;2;2;1;1;1;1;1;2;1;1;2;1;2;2;2;1;1;3;2;1;4;1;2;2;2;2;2;2;1;;;1;3;3;2;2;2;2;1;3;5;1;4;1;1;2;3;2;3;33729345,155718;18051853,6107218;38434986,0707912;19056393,9532222;29495819,6060058;0,293088085974012;12759,3667421684
"407";32;2;1;2;2;2;1;2;2;1;1;1;2;32;1;5;3;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;4;2;3;3;1;2;2;2;2;2;2;1;;;6;4;3;2;3;2;2;4;3;1;3;3;1;1;2;3;2;3;33729345,155718;16426598,6548108;26621802,0272178;23063521,2050712;29495819,6060058;2,03453107570939;95152,3260539383
"408";29;2;1;4;1;3;1;2;2;2;2;97;2;29;1;3;3;2;2;2;1;97;2;1;2;1;2;2;2;2;2;2;3;2;97;1;1;3;1;2;2;2;2;2;2;2;2;1;;2;97;2;3;2;1;4;2;2;1;3;2;2;97;2;2;3;24016636,1990366;8602333,35355409;11020165,745746;12938473,1900709;10843662,275684;0,4981095747969;15430,0083274229
"409";35;2;1;2;1;1;2;1;3;1;1;1;2;35;1;3;5;1;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;4;1;1;3;1;2;2;2;2;2;2;2;2;2;;1;97;2;6;2;1;9;3;1;1;3;3;2;97;1;2;3;39313715,0641353;16426598,6548108;38434986,0707912;23063521,2050712;29495819,6060058;0,879264257922035;50844,8551110983
"410";11;1;3;2;4;3;2;2;3;1;1;2;3;11;2;;;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;;2;3;2;3;1;;;1;3;3;1;2;2;2;2;1;1;6635351,59351707;2476365,06361893;10134655,0132459;4732924,51842699;4456290,69892459;2,88391529383404;328095,318604335
