"ID";"P01";"P02";"P03";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_1";"P13_2";"P13_3";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"VD_P19";"VD_IDADE";"VD_ESCOLARIDADE";"VD_RENDA";"VD_TIPOTEL";"W1";"W2"
"315";17;2;1;2;3;3;3;3;97;3;2;5;1;2;2;3;3;5;3;2;2;;;;2;5;4;2;3;3;2;1;"3";"0.251080024915032";"30566.5352112676"
"316";17;2;1;3;3;2;4;1;3;2;2;4;1;2;2;3;2;4;1;2;2;;;;2;5;5;2;3;3;3;1;"3";"0.251080024915032";"30566.5352112676"
"317";17;2;1;1;1;1;1;2;1;1;1;4;1;2;2;3;3;5;1;1;1;1;2;2;2;3;6;97;3;1;4;97;"3";"0.251080024915032";"30566.5352112676"
"318";6;2;1;2;2;1;97;2;2;1;2;3;1;2;1;1;1;1;11;2;1;2;2;97;2;7;2;3;1;4;1;2;"3";"0.251080024915032";"30566.5352112676"
"319";6;2;1;2;2;1;4;2;2;3;2;4;1;2;2;3;3;2;6;2;2;;;;2;5;5;3;2;3;3;2;"3";"0.251080024915032";"30566.5352112676"
"320";6;2;1;3;3;1;3;2;97;1;1;3;1;1;2;2;1;3;1;1;1;97;2;1;2;4;6;97;3;2;4;97;"3";"0.251080024915032";"30566.5352112676"
"321";6;2;1;2;2;1;6;4;3;1;3;3;1;2;1;3;2;5;1;2;1;1;2;2;2;3;5;3;3;1;3;2;"3";"0.251080024915032";"30566.5352112676"
"322";6;2;1;1;1;1;4;2;2;3;1;4;1;1;2;2;1;2;7;2;1;1;1;2;2;5;2;2;2;3;1;1;"3";"0.251080024915032";"30566.5352112676"
"323";6;2;1;3;3;3;3;1;3;1;3;5;1;2;2;3;3;5;1;1;1;2;2;1;2;4;5;2;3;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"324";6;2;1;2;3;1;4;2;2;1;1;5;2;2;1;3;2;3;6;2;1;1;2;2;2;4;5;2;2;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"325";26;2;1;2;3;3;6;4;1;1;1;5;1;2;2;3;3;5;1;1;1;2;2;1;2;5;5;2;3;3;3;1;"3";"0.251080024915032";"30566.5352112676"
"326";26;2;1;2;3;1;6;3;3;1;1;3;1;2;97;3;3;3;3;2;1;2;1;2;2;7;6;5;3;4;4;3;"3";"0.251080024915032";"30566.5352112676"
"327";26;2;1;1;3;1;1;4;2;1;1;3;1;1;2;3;2;3;5;2;1;2;2;2;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"328";26;2;1;3;3;3;4;3;97;1;1;5;97;2;1;3;3;5;1;2;1;2;1;1;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"329";10;2;1;1;1;1;2;1;3;1;1;3;1;2;1;2;3;3;8;1;1;1;2;1;2;1;4;2;2;1;2;1;"3";"0.251080024915032";"30566.5352112676"
"330";10;2;1;1;1;2;6;3;3;2;1;4;1;2;1;3;2;2;9;2;1;1;2;2;2;3;5;2;1;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"331";10;2;1;3;3;1;1;2;3;1;2;4;1;2;2;3;3;3;4;2;1;2;2;1;2;5;5;1;3;3;3;1;"3";"0.251080024915032";"30566.5352112676"
"332";15;2;1;2;3;2;4;4;2;3;3;5;1;2;1;3;3;5;3;1;1;1;2;2;2;4;5;2;3;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"333";15;2;1;3;3;3;6;2;3;1;2;5;1;2;2;3;3;5;1;2;1;2;2;1;2;5;5;3;3;3;3;2;"3";"0.251080024915032";"30566.5352112676"
"334";15;2;1;2;3;1;1;1;3;1;1;3;1;2;2;3;2;3;10;2;2;;;;2;4;4;2;1;2;2;1;"3";"0.251080024915032";"30566.5352112676"
"335";15;2;1;3;3;2;3;2;1;1;2;5;1;2;2;3;3;3;4;2;1;2;2;1;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"336";18;2;1;1;1;2;3;2;2;1;1;2;1;2;2;2;2;3;6;2;2;;;;2;3;5;2;2;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"337";20;2;1;1;2;2;2;1;1;1;1;3;2;1;1;1;2;3;1;1;1;2;2;2;2;1;4;1;3;1;2;1;"3";"0.251080024915032";"30566.5352112676"
"338";20;2;1;2;3;1;5;2;3;1;2;3;2;2;1;2;2;3;1;2;1;1;2;1;2;3;5;2;3;1;3;1;"3";"0.251080024915032";"30566.5352112676"
"339";20;2;1;2;1;1;6;2;3;2;3;4;2;2;1;3;3;4;3;2;1;2;1;1;2;4;5;2;3;2;3;1;"3";"0.251080024915032";"30566.5352112676"
"340";2;2;2;2;3;2;97;2;3;2;2;4;1;2;2;3;3;5;1;2;1;1;2;1;2;4;7;2;3;2;4;1;"2";"1.30092047673681";"158374.333333333"
"341";10;2;2;2;2;1;4;2;1;2;3;5;1;2;2;3;3;5;1;2;1;1;1;1;2;4;7;2;3;2;4;1;"2";"1.30092047673681";"158374.333333333"
"342";5;2;2;3;3;1;4;2;2;1;1;5;1;2;2;3;2;3;3;2;1;2;2;2;2;5;7;4;3;3;4;3;"2";"1.30092047673681";"158374.333333333"
"343";15;2;1;1;1;1;6;2;3;2;3;5;2;2;2;3;2;5;1;1;1;1;2;2;2;4;7;5;3;2;4;3;"3";"0.0755619568571344";"9198.92857142857"
"344";5;2;1;3;3;3;4;2;3;1;3;5;1;2;2;3;3;5;1;2;1;2;1;1;2;5;7;5;3;3;4;3;"3";"0.0755619568571344";"9198.92857142857"
"345";15;2;1;2;2;2;2;1;2;1;1;4;1;2;2;2;3;4;3;1;1;2;1;2;2;4;7;5;3;2;4;3;"3";"0.0755619568571344";"9198.92857142857"
"346";2;2;1;3;3;2;4;1;3;1;1;3;1;2;2;1;3;3;4;1;1;1;2;2;2;6;7;5;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"347";2;2;1;3;3;3;1;2;3;1;1;3;1;2;1;2;3;3;1;2;1;2;1;1;2;6;7;4;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"348";2;2;1;3;3;2;4;1;2;1;1;5;1;2;2;3;3;5;4;2;1;1;1;1;2;6;7;4;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"349";18;2;1;2;3;3;2;1;3;1;1;4;1;2;2;3;3;4;3;2;1;2;1;1;2;5;7;4;3;3;4;3;"3";"0.0755619568571344";"9198.92857142857"
"350";18;2;1;3;3;1;6;4;3;1;2;5;1;2;1;2;1;3;6;1;1;1;2;1;2;4;7;2;2;2;4;1;"3";"0.0755619568571344";"9198.92857142857"
"351";20;2;1;3;3;97;4;2;3;1;1;3;1;2;2;2;2;3;4;2;1;2;1;97;2;7;7;5;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"352";20;2;1;3;3;2;4;1;3;1;1;5;1;2;2;2;3;4;1;2;1;1;2;2;2;4;7;5;3;2;4;3;"3";"0.0755619568571344";"9198.92857142857"
"353";10;2;1;3;3;2;4;1;3;1;2;5;1;2;2;3;3;5;1;2;1;2;2;2;2;4;7;4;3;2;4;3;"3";"0.0755619568571344";"9198.92857142857"
"354";10;2;1;2;2;2;6;1;3;1;1;3;1;2;1;2;2;3;6;2;1;2;1;1;2;3;7;5;2;1;4;3;"3";"0.0755619568571344";"9198.92857142857"
"355";10;2;1;3;3;1;5;1;1;1;1;3;1;1;1;2;2;3;5;2;1;2;2;1;2;4;7;3;3;2;4;2;"3";"0.0755619568571344";"9198.92857142857"
"356";6;2;1;3;3;1;4;2;3;1;1;5;1;1;2;3;3;5;2;2;1;2;2;1;2;5;7;3;3;3;4;2;"3";"0.0755619568571344";"9198.92857142857"
"357";6;2;1;2;1;2;4;1;3;1;1;5;1;2;2;3;3;5;1;2;1;2;2;1;2;4;7;5;3;2;4;3;"3";"0.0755619568571344";"9198.92857142857"
"358";6;2;1;2;2;1;1;1;3;1;1;4;1;2;1;2;1;2;8;2;1;2;1;2;2;7;7;4;2;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"359";10;2;1;2;2;2;4;1;2;1;1;5;1;2;2;3;3;5;1;1;1;2;1;2;2;6;7;5;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"360";10;2;1;2;3;2;4;2;3;1;1;5;1;2;2;3;3;5;1;2;1;2;1;1;2;6;7;4;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"361";10;2;1;2;1;2;4;2;3;1;1;5;1;2;1;3;3;5;3;2;1;2;1;1;2;3;7;97;3;1;4;97;"3";"0.0755619568571344";"9198.92857142857"
"362";5;2;1;3;3;3;4;2;3;1;1;4;1;1;2;3;2;4;6;2;1;1;1;1;2;4;7;3;2;2;4;2;"3";"0.0755619568571344";"9198.92857142857"
"363";5;2;1;2;2;1;2;4;97;1;1;5;1;2;2;3;3;5;2;1;1;2;2;2;2;4;7;3;3;2;4;2;"3";"0.0755619568571344";"9198.92857142857"
"364";5;2;1;3;2;3;1;1;1;1;1;5;1;2;2;3;3;5;3;2;1;2;1;1;2;7;7;5;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"365";5;2;1;1;2;2;2;4;3;1;1;2;1;2;2;2;3;4;4;2;1;1;1;2;2;3;7;2;3;1;4;1;"3";"0.0755619568571344";"9198.92857142857"
"366";5;2;1;3;3;1;3;3;97;2;2;5;1;2;2;2;2;3;4;2;1;2;1;1;2;7;7;3;3;4;4;2;"3";"0.0755619568571344";"9198.92857142857"
"367";5;2;1;3;3;3;4;1;3;1;2;5;1;2;2;3;3;5;1;2;1;2;1;2;2;4;7;4;3;2;4;3;"3";"0.0755619568571344";"9198.92857142857"
"368";5;2;1;2;3;3;5;1;97;3;3;5;1;2;2;3;3;5;1;2;1;2;1;2;2;7;7;3;3;4;4;2;"3";"0.0755619568571344";"9198.92857142857"
"369";5;2;1;3;2;2;4;1;97;1;1;5;1;2;1;3;3;5;1;1;1;2;1;1;2;5;7;5;3;3;4;3;"3";"0.0755619568571344";"9198.92857142857"
"370";5;2;1;2;3;1;3;2;1;1;1;5;1;2;1;3;3;4;1;2;1;1;2;2;2;4;7;3;3;2;4;2;"3";"0.0755619568571344";"9198.92857142857"
"371";5;2;1;2;3;3;5;4;3;1;3;5;1;2;2;3;3;4;2;2;1;2;1;1;2;7;7;2;3;4;4;1;"3";"0.0755619568571344";"9198.92857142857"
"372";17;2;1;3;3;3;1;2;3;1;2;3;1;1;2;2;3;3;8;2;1;2;2;2;2;3;7;2;2;1;4;1;"3";"0.0755619568571344";"9198.92857142857"
"373";17;2;1;2;3;2;4;2;3;1;3;5;2;2;2;3;3;5;1;2;1;1;2;1;2;3;7;2;3;1;4;1;"3";"0.0755619568571344";"9198.92857142857"
"374";17;2;1;2;3;2;6;1;3;1;2;5;1;2;1;3;3;5;1;1;1;1;1;2;2;7;7;3;3;4;4;2;"3";"0.0755619568571344";"9198.92857142857"
"375";17;2;1;3;3;2;3;2;2;1;1;4;1;2;2;3;2;5;1;2;2;;;;2;4;7;2;3;2;4;1;"3";"0.0755619568571344";"9198.92857142857"
"376";17;2;1;1;3;3;3;2;3;1;1;5;1;2;2;3;2;4;3;2;1;1;2;2;2;3;7;4;3;1;4;3;"3";"0.0755619568571344";"9198.92857142857"
"377";17;2;1;3;3;3;4;1;3;97;3;5;1;2;2;3;3;5;1;1;1;2;1;1;2;5;7;5;3;3;4;3;"3";"0.0755619568571344";"9198.92857142857"
"378";17;2;1;3;3;1;6;3;3;1;1;5;1;2;2;2;3;4;3;2;1;2;2;1;2;6;7;4;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"379";17;2;1;2;2;3;5;2;2;1;1;3;1;2;2;2;2;2;6;1;1;2;2;2;2;3;7;3;2;1;4;2;"3";"0.0755619568571344";"9198.92857142857"
"380";17;2;1;2;3;2;2;1;1;1;1;3;1;1;1;2;3;3;8;2;1;2;2;1;2;6;7;3;2;4;4;2;"3";"0.0755619568571344";"9198.92857142857"
"381";17;2;1;3;2;3;4;2;3;1;1;5;1;2;2;3;3;5;1;1;1;2;1;1;2;7;7;97;3;4;4;97;"3";"0.0755619568571344";"9198.92857142857"
"382";17;2;1;2;2;3;6;3;1;1;2;5;1;1;2;3;3;5;6;1;1;1;2;1;2;4;7;1;2;2;4;1;"3";"0.0755619568571344";"9198.92857142857"
"383";6;2;1;3;2;3;5;3;3;1;1;5;1;1;2;3;3;5;1;2;1;2;1;1;2;4;7;3;3;2;4;2;"3";"0.0755619568571344";"9198.92857142857"
"384";6;2;1;3;3;3;4;1;1;1;3;4;1;2;2;3;3;4;4;2;1;97;1;1;2;3;7;2;3;1;4;1;"3";"0.0755619568571344";"9198.92857142857"
"385";6;2;1;3;3;3;1;1;1;1;3;5;1;2;2;3;3;5;1;2;1;1;2;2;2;4;7;3;3;2;4;2;"3";"0.0755619568571344";"9198.92857142857"
"386";6;2;1;1;2;1;5;2;1;1;1;3;1;1;2;2;2;3;7;2;1;2;1;1;2;3;7;97;2;1;4;97;"3";"0.0755619568571344";"9198.92857142857"
"387";6;2;1;3;3;3;1;1;3;1;3;5;1;1;1;3;3;4;1;1;1;2;1;1;2;4;7;1;3;2;4;1;"3";"0.0755619568571344";"9198.92857142857"
"388";6;2;1;3;3;3;4;1;3;1;3;5;1;2;2;3;3;5;5;2;1;2;1;97;2;6;7;4;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"389";6;2;1;2;2;3;5;3;3;2;3;5;1;2;2;2;2;4;4;1;2;;;;2;7;7;5;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"390";6;2;1;2;2;1;6;1;1;1;1;4;1;2;2;2;3;4;4;2;1;2;1;1;2;5;7;5;3;3;4;3;"3";"0.0755619568571344";"9198.92857142857"
"391";6;2;1;3;3;3;4;1;3;1;2;5;1;2;2;3;3;5;6;2;1;2;1;1;2;4;7;4;2;2;4;3;"3";"0.0755619568571344";"9198.92857142857"
"392";26;2;1;3;3;3;4;3;1;1;2;5;1;2;2;3;3;4;1;2;1;2;1;2;2;7;7;5;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"393";10;2;1;3;1;1;4;2;2;1;3;5;1;1;2;3;3;5;1;2;97;1;2;2;2;3;7;5;3;1;4;3;"3";"0.0755619568571344";"9198.92857142857"
"394";10;2;1;2;3;3;4;1;3;1;2;3;1;2;2;3;3;4;6;2;1;2;1;2;2;3;7;4;2;1;4;3;"3";"0.0755619568571344";"9198.92857142857"
"395";15;2;1;2;2;1;3;1;3;1;1;4;1;2;1;3;2;4;3;2;1;2;1;1;2;5;7;4;3;3;4;3;"3";"0.0755619568571344";"9198.92857142857"
"396";15;2;1;1;2;2;4;1;3;1;1;4;1;2;2;2;2;3;6;2;1;2;1;2;2;5;7;5;2;3;4;3;"3";"0.0755619568571344";"9198.92857142857"
"397";20;2;1;2;3;3;4;1;1;1;1;5;1;2;2;3;2;3;1;2;1;1;2;2;2;6;7;3;3;4;4;2;"3";"0.0755619568571344";"9198.92857142857"
"398";20;2;1;2;2;3;4;2;2;1;1;5;1;2;2;3;3;5;3;2;1;2;2;2;2;7;7;4;3;4;4;3;"3";"0.0755619568571344";"9198.92857142857"
"399";14;3;2;2;3;97;6;2;97;1;1;3;1;2;1;3;3;5;2;2;1;1;1;2;1;3;5;2;3;1;3;1;"1";"0.33421441443889";"40687.3333333333"
"400";14;3;2;3;3;2;4;2;2;1;1;1;1;2;1;3;1;2;3;2;1;2;2;1;1;4;6;3;3;2;4;2;"1";"0.33421441443889";"40687.3333333333"
"401";14;3;2;2;2;3;2;2;3;1;1;2;1;2;1;2;2;2;9;1;2;;;;1;1;4;1;1;1;2;1;"1";"0.33421441443889";"40687.3333333333"
"402";23;3;2;2;2;1;5;2;3;1;1;3;1;2;1;2;1;97;7;2;2;;;;1;3;3;2;2;1;2;1;"2";"3.62155401551534";"440888.75"
"403";27;3;2;3;3;3;4;4;1;97;97;4;1;2;1;2;2;3;8;2;1;2;2;2;1;3;5;1;2;1;3;1;"2";"3.62155401551534";"440888.75"
"404";14;3;2;2;2;3;2;4;1;1;2;5;1;2;2;3;3;4;1;2;2;;;;1;5;2;2;3;3;1;1;"2";"3.62155401551534";"440888.75"
"405";14;3;2;2;3;97;1;4;3;3;3;5;2;2;1;3;2;3;11;1;2;;;;1;4;3;1;1;2;2;1;"2";"3.62155401551534";"440888.75"
"406";14;3;2;2;1;2;6;2;1;1;2;5;1;2;2;3;3;5;1;2;1;2;2;1;1;4;6;1;3;2;4;1;"2";"3.62155401551534";"440888.75"
"407";14;3;2;2;3;2;1;4;3;3;1;5;1;2;2;2;2;3;1;2;1;2;1;2;1;6;4;2;3;4;2;1;"2";"3.62155401551534";"440888.75"
"408";14;3;2;3;3;3;5;4;1;2;1;4;1;2;2;3;2;5;1;2;2;;;;1;5;2;2;3;3;1;1;"2";"3.62155401551534";"440888.75"
"409";3;3;2;2;2;3;4;2;1;1;2;5;2;2;2;3;2;3;6;2;1;1;2;1;1;6;5;2;2;4;3;1;"2";"3.62155401551534";"440888.75"
"410";14;3;1;1;1;1;5;3;3;1;2;3;1;2;2;2;2;3;97;1;2;;;;1;2;5;97;97;1;3;97;"3";"0.216205548474975";"26320.9090909091"
"411";14;3;1;3;3;2;6;2;2;1;1;5;2;2;1;2;3;4;6;2;2;;;;1;3;6;2;2;1;4;1;"3";"0.216205548474975";"26320.9090909091"
"412";3;3;1;3;3;3;4;3;3;3;2;4;1;2;2;2;2;2;1;1;2;;;;1;3;6;2;3;1;4;1;"3";"0.216205548474975";"26320.9090909091"
"413";14;3;1;3;2;2;4;3;1;1;2;5;1;2;1;3;3;4;1;2;1;2;1;2;1;3;5;2;3;1;3;1;"3";"0.216205548474975";"26320.9090909091"
"414";14;3;1;3;3;3;4;4;97;1;97;3;97;2;97;3;3;5;97;2;2;;;;1;6;2;2;97;4;1;1;"3";"0.216205548474975";"26320.9090909091"
"415";27;3;1;3;3;3;4;3;1;1;1;3;1;2;2;2;2;2;3;2;2;;;;1;3;6;2;3;1;4;1;"3";"0.216205548474975";"26320.9090909091"
"416";27;3;1;2;3;2;5;2;2;1;1;3;1;97;1;2;3;3;6;2;1;2;97;1;1;5;5;1;2;3;3;1;"3";"0.216205548474975";"26320.9090909091"
"417";27;3;1;2;3;1;6;4;2;2;1;5;1;2;1;3;3;5;11;2;1;1;2;2;1;1;2;2;1;1;1;1;"3";"0.216205548474975";"26320.9090909091"
"418";27;3;1;3;3;3;6;4;1;97;3;5;1;2;2;3;3;5;1;2;1;1;2;1;1;7;2;2;3;4;1;1;"3";"0.216205548474975";"26320.9090909091"
"419";23;3;1;2;3;1;3;1;1;1;3;5;2;2;2;2;2;4;8;2;1;1;1;1;1;4;6;3;2;2;4;2;"3";"0.216205548474975";"26320.9090909091"
"420";23;3;1;1;1;2;5;1;2;1;1;3;1;2;1;2;2;3;6;2;1;2;1;1;1;4;5;2;2;2;3;1;"3";"0.216205548474975";"26320.9090909091"
"421";23;3;1;1;1;1;5;2;3;1;1;3;1;2;1;2;2;3;6;2;1;1;2;1;1;3;6;2;2;1;4;1;"3";"0.216205548474975";"26320.9090909091"
"422";14;3;1;1;2;1;4;2;1;1;1;3;1;2;1;2;3;5;9;2;1;1;2;2;1;5;2;2;1;3;1;1;"3";"0.216205548474975";"26320.9090909091"
"423";14;3;1;3;3;3;4;3;2;1;1;3;1;2;2;3;3;4;1;1;1;2;1;1;1;2;5;2;3;1;3;1;"3";"0.216205548474975";"26320.9090909091"
"424";14;3;1;3;3;1;1;2;1;1;1;3;1;2;1;2;2;3;4;2;1;2;1;1;1;3;6;2;3;1;4;1;"3";"0.216205548474975";"26320.9090909091"
"425";14;3;1;3;3;2;4;2;2;97;97;5;1;2;2;3;3;5;3;97;1;1;2;1;1;3;5;2;3;1;3;1;"3";"0.216205548474975";"26320.9090909091"
"426";14;3;1;3;3;2;6;4;3;1;1;5;1;2;1;3;3;5;1;1;1;2;2;1;1;4;5;2;3;2;3;1;"3";"0.216205548474975";"26320.9090909091"
"427";14;3;1;3;2;2;3;2;1;3;2;3;1;2;1;3;2;3;1;1;1;1;1;2;1;3;6;2;3;1;4;1;"3";"0.216205548474975";"26320.9090909091"
"428";14;3;1;1;3;3;5;4;1;3;1;5;1;2;1;3;3;5;1;2;2;;;;1;5;4;3;3;3;2;2;"3";"0.216205548474975";"26320.9090909091"
"429";22;3;1;1;1;1;1;1;2;1;1;3;1;2;1;2;2;3;6;2;2;;;;1;1;5;2;2;1;3;1;"3";"0.216205548474975";"26320.9090909091"
"430";22;3;1;1;1;1;4;3;3;2;1;1;2;2;2;2;2;3;9;1;1;1;2;2;1;3;5;2;1;1;3;1;"3";"0.216205548474975";"26320.9090909091"
"431";22;3;1;3;2;1;2;2;97;1;1;3;1;2;1;2;1;2;6;2;2;;;;1;1;4;2;2;1;2;1;"3";"0.216205548474975";"26320.9090909091"
"432";3;3;2;3;3;1;4;3;1;1;2;5;1;2;2;3;2;4;1;1;1;1;1;1;1;5;7;2;3;3;4;1;"1";"0.0122227486527765";"1488"
"433";27;3;2;3;3;3;1;1;97;97;2;4;1;1;97;3;3;4;1;1;1;97;2;97;1;6;7;2;3;4;4;1;"1";"0.0122227486527765";"1488"
"434";4;3;2;3;3;1;3;2;3;1;1;3;1;2;2;3;3;3;8;2;1;2;1;1;1;4;7;2;2;2;4;1;"2";"0.979580471833173";"119254.333333333"
"435";22;3;2;3;3;3;1;1;1;1;3;5;2;2;2;3;3;5;1;2;1;2;97;1;1;5;7;3;3;3;4;2;"2";"0.979580471833173";"119254.333333333"
"436";14;3;2;3;3;3;5;3;2;1;1;5;1;2;1;3;3;5;1;1;1;1;1;1;1;3;7;2;3;1;4;1;"2";"0.979580471833173";"119254.333333333"
"437";3;3;1;2;3;1;1;1;3;1;3;5;1;2;2;3;3;5;11;1;1;2;2;2;1;4;7;1;1;2;4;1;"3";"0.12969041479172";"15788.5384615385"
"438";3;3;1;3;3;3;3;2;3;1;2;3;1;2;2;3;3;4;8;2;1;1;2;1;1;7;7;5;2;4;4;3;"3";"0.12969041479172";"15788.5384615385"
"439";14;3;1;1;2;1;6;2;3;1;1;2;1;2;1;2;97;3;6;2;1;1;2;1;1;4;7;97;2;2;4;97;"3";"0.12969041479172";"15788.5384615385"
"440";27;3;1;3;3;3;6;2;3;1;2;5;1;2;1;3;3;5;4;1;1;1;1;2;1;5;7;3;3;3;4;2;"3";"0.12969041479172";"15788.5384615385"
"441";1;3;1;2;3;3;2;2;1;1;1;4;1;2;2;2;3;4;4;1;1;2;1;1;1;4;7;3;3;2;4;2;"3";"0.12969041479172";"15788.5384615385"
"442";4;3;1;2;1;1;5;2;2;1;1;3;1;1;2;2;2;3;6;2;1;1;1;1;1;3;7;5;2;1;4;3;"3";"0.12969041479172";"15788.5384615385"
"443";4;3;1;3;3;3;2;1;97;1;1;5;2;2;2;3;3;5;1;2;1;1;1;1;1;6;7;5;3;4;4;3;"3";"0.12969041479172";"15788.5384615385"
"444";4;3;1;2;2;2;4;2;3;1;3;5;97;2;2;2;3;5;4;2;2;;;;1;5;7;3;3;3;4;2;"3";"0.12969041479172";"15788.5384615385"
"445";14;3;1;3;3;3;4;2;97;1;97;3;1;2;2;2;97;3;1;2;2;;;;1;6;7;3;3;4;4;2;"3";"0.12969041479172";"15788.5384615385"
"446";14;3;1;3;2;3;4;1;97;1;1;2;1;2;2;3;2;3;6;1;1;1;2;1;1;4;7;3;2;2;4;2;"3";"0.12969041479172";"15788.5384615385"
"447";14;3;1;3;3;2;3;1;2;1;1;5;1;2;2;3;3;5;1;2;1;2;1;1;1;5;7;3;3;3;4;2;"3";"0.12969041479172";"15788.5384615385"
"448";14;3;1;3;3;2;4;1;1;1;1;4;1;1;2;3;2;3;5;1;1;2;1;1;1;7;7;4;3;4;4;3;"3";"0.12969041479172";"15788.5384615385"
"449";22;3;1;3;3;3;1;1;2;1;3;5;1;2;2;3;3;5;1;2;1;2;1;1;1;3;7;2;3;1;4;1;"3";"0.12969041479172";"15788.5384615385"
"450";3;3;2;3;2;3;3;2;97;1;2;4;1;2;2;2;3;3;1;1;1;1;2;1;2;7;5;3;3;4;3;2;"1";"0.862746985046889";"105031"
"451";14;3;2;3;1;1;1;4;1;1;3;5;1;2;2;3;2;3;1;2;1;2;2;1;2;6;2;2;3;4;1;1;"2";"5.78093954506771";"703772.8"
"452";22;3;2;3;3;2;4;3;2;2;3;3;1;2;1;3;2;3;11;2;2;;;;2;4;2;2;1;2;1;1;"2";"5.78093954506771";"703772.8"
"453";3;3;2;2;1;1;4;2;3;1;2;3;1;2;1;1;2;3;7;1;2;;;;2;4;5;2;2;2;3;1;"2";"5.78093954506771";"703772.8"
"454";3;3;2;3;1;1;4;4;97;1;1;5;1;2;2;3;3;5;1;2;1;2;1;1;2;5;2;3;3;3;1;2;"2";"5.78093954506771";"703772.8"
"455";3;3;2;3;3;3;4;1;1;1;1;3;1;2;2;3;3;5;97;1;1;2;97;1;2;6;5;1;97;4;3;1;"2";"5.78093954506771";"703772.8"
"456";27;3;1;3;1;1;4;1;3;1;1;3;1;2;2;3;3;5;1;2;1;1;1;1;2;5;5;3;3;3;3;2;"3";"0.177770679236294";"21641.84"
"457";14;3;1;3;3;1;4;4;97;1;1;5;1;2;2;1;2;3;8;1;1;1;1;1;2;7;5;3;2;4;3;2;"3";"0.177770679236294";"21641.84"
"458";3;3;1;2;2;3;4;2;3;1;3;5;1;2;2;3;3;5;1;1;2;;;;2;4;6;4;3;2;4;3;"3";"0.177770679236294";"21641.84"
"459";3;3;1;3;3;3;4;3;2;1;1;5;1;2;2;3;3;5;1;1;1;1;2;2;2;7;2;3;3;4;1;2;"3";"0.177770679236294";"21641.84"
"460";3;3;1;2;1;1;5;2;1;1;1;5;1;2;1;3;3;3;6;1;1;2;2;1;2;3;5;2;2;1;3;1;"3";"0.177770679236294";"21641.84"
"461";3;3;1;2;3;2;6;1;2;2;1;2;1;2;2;3;3;4;6;2;1;1;1;1;2;2;5;2;2;1;3;1;"3";"0.177770679236294";"21641.84"
"462";14;3;1;2;3;1;2;1;1;1;2;3;1;2;1;3;3;4;5;2;1;1;1;1;2;3;4;2;3;1;2;1;"3";"0.177770679236294";"21641.84"
"463";14;3;1;2;3;3;4;1;2;1;1;4;1;2;1;3;2;1;6;2;2;;;;2;4;5;97;2;2;3;97;"3";"0.177770679236294";"21641.84"
"464";14;3;1;2;3;2;1;2;3;97;1;3;1;2;2;3;2;4;5;2;2;;;;2;3;6;2;3;1;4;1;"3";"0.177770679236294";"21641.84"
"465";14;3;1;1;2;2;4;2;3;2;2;3;2;2;2;2;3;3;6;2;1;1;2;1;2;5;5;3;2;3;3;2;"3";"0.177770679236294";"21641.84"
"466";3;3;1;3;3;2;4;4;97;2;3;5;2;2;2;3;3;5;1;2;1;2;1;2;2;5;2;2;3;3;1;1;"3";"0.177770679236294";"21641.84"
"467";3;3;1;2;2;1;6;4;3;3;2;3;1;2;2;2;2;3;6;2;2;;;;2;3;6;2;2;1;4;1;"3";"0.177770679236294";"21641.84"
"468";3;3;1;2;2;3;2;1;3;1;3;5;1;2;2;3;2;5;2;1;1;2;2;2;2;3;6;2;3;1;4;1;"3";"0.177770679236294";"21641.84"
"469";27;3;1;2;3;2;1;3;97;1;1;5;1;1;2;3;3;4;1;2;1;2;2;2;2;3;6;2;3;1;4;1;"3";"0.177770679236294";"21641.84"
"470";1;3;1;2;1;1;4;1;2;1;1;3;1;2;2;3;2;3;7;2;1;2;2;1;2;1;5;3;2;1;3;2;"3";"0.177770679236294";"21641.84"
