"ID";"P01";"P02";"P03";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_1";"P13_2";"P13_3";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"VD_P19";"VD_IDADE";"VD_ESCOLARIDADE";"VD_RENDA";"VD_TIPOTEL";"W1";"W2"
"935";25;4;1;3;3;2;97;1;2;1;1;2;1;2;1;2;3;2;6;2;1;2;2;1;2;7;7;4;2;4;4;3;"3";"0.320257496428889";"38988.2151898734"
"936";25;4;1;3;3;2;4;1;2;1;1;4;1;97;2;2;3;4;5;2;1;1;1;2;2;6;7;4;3;4;4;3;"3";"0.320257496428889";"38988.2151898734"
"937";25;4;1;3;3;97;4;1;97;1;2;5;1;2;2;2;3;5;1;1;2;;;;2;6;7;5;3;4;4;3;"3";"0.320257496428889";"38988.2151898734"
"938";25;4;1;2;3;2;3;1;2;2;2;4;1;2;2;3;2;4;3;1;1;2;2;1;2;6;7;5;3;4;4;3;"3";"0.320257496428889";"38988.2151898734"
"939";25;4;1;2;3;1;2;2;2;3;1;5;1;2;2;2;1;3;9;1;1;1;2;2;2;5;7;5;1;3;4;3;"3";"0.320257496428889";"38988.2151898734"
"940";25;4;1;3;3;1;4;1;1;1;1;5;1;2;2;3;3;5;1;2;1;1;1;2;2;4;7;3;3;2;4;2;"3";"0.320257496428889";"38988.2151898734"
"941";25;4;1;2;2;1;4;2;3;1;2;5;1;2;1;3;2;3;6;2;1;2;1;1;2;5;7;4;2;3;4;3;"3";"0.320257496428889";"38988.2151898734"
"942";25;4;1;3;2;3;1;4;3;1;1;5;1;1;2;3;3;5;2;2;1;2;1;1;2;4;7;4;3;2;4;3;"3";"0.320257496428889";"38988.2151898734"
"943";25;4;1;2;2;1;1;2;3;1;1;4;1;2;97;3;3;4;3;2;2;;;;2;7;7;4;3;4;4;3;"3";"0.320257496428889";"38988.2151898734"
"944";25;4;1;2;2;2;4;2;2;1;1;4;1;2;97;2;2;3;6;2;1;1;1;1;2;7;7;5;2;4;4;3;"3";"0.320257496428889";"38988.2151898734"
"945";25;4;1;2;2;1;4;1;2;1;3;5;1;2;2;2;2;3;11;1;1;97;2;1;2;7;7;4;1;4;4;3;"3";"0.320257496428889";"38988.2151898734"
"946";25;4;1;3;2;3;4;1;3;1;1;4;1;2;1;1;2;3;5;2;1;2;2;1;2;5;7;97;3;3;4;97;"3";"0.320257496428889";"38988.2151898734"
"947";25;4;1;1;2;2;6;2;3;1;2;3;1;2;1;2;2;3;9;2;1;2;1;1;2;3;7;2;1;1;4;1;"3";"0.320257496428889";"38988.2151898734"
"948";25;4;1;3;2;3;6;2;2;1;1;5;1;2;2;3;3;5;2;2;1;1;1;2;2;3;7;4;3;1;4;3;"3";"0.320257496428889";"38988.2151898734"
"949";25;4;1;2;2;2;1;3;2;1;1;3;1;2;1;3;2;3;1;1;1;1;2;1;2;7;7;1;3;4;4;1;"3";"0.320257496428889";"38988.2151898734"
"950";25;4;1;3;2;2;3;1;3;1;1;4;1;2;2;2;1;4;6;1;1;2;1;1;2;5;7;4;2;3;4;3;"3";"0.320257496428889";"38988.2151898734"
"951";25;4;1;1;2;1;6;1;2;1;1;4;1;2;1;2;3;4;5;2;1;2;1;1;2;5;7;97;3;3;4;97;"3";"0.320257496428889";"38988.2151898734"
"952";21;5;2;3;3;2;6;4;3;97;1;3;1;2;2;2;2;4;6;2;1;2;1;1;1;6;3;2;2;4;2;1;"1";"0.921736767571377";"112212.428571429"
"953";16;5;2;3;3;3;3;4;1;1;1;5;1;2;1;3;3;4;97;2;1;2;97;1;1;4;5;2;97;2;3;1;"1";"0.921736767571377";"112212.428571429"
"954";16;5;2;2;3;1;1;4;97;1;3;5;1;2;2;3;3;5;1;2;1;1;1;1;1;5;5;2;3;3;3;1;"1";"0.921736767571377";"112212.428571429"
"955";16;5;2;3;3;1;1;4;3;2;1;2;1;2;1;2;2;3;6;2;2;;;;1;4;5;2;2;2;3;1;"1";"0.921736767571377";"112212.428571429"
"956";16;5;2;1;3;97;2;2;1;1;1;5;1;2;1;3;3;5;1;2;2;;;;1;3;4;2;3;1;2;1;"1";"0.921736767571377";"112212.428571429"
"957";24;5;2;3;3;2;4;2;3;1;2;3;1;1;1;3;3;3;7;2;2;;;;1;4;5;2;2;2;3;1;"1";"0.921736767571377";"112212.428571429"
"958";24;5;2;1;2;1;2;2;3;2;1;2;1;2;1;2;1;2;6;2;1;97;1;1;1;6;2;2;2;4;1;1;"1";"0.921736767571377";"112212.428571429"
"959";21;5;2;3;2;3;5;1;97;1;1;3;1;2;1;3;3;5;97;1;1;2;2;2;1;7;5;3;97;4;3;2;"2";"7.03935037531398";"856972"
"960";21;5;2;3;3;1;5;4;3;97;2;5;2;2;2;2;1;5;6;2;97;1;2;1;1;5;2;2;2;3;1;1;"2";"7.03935037531398";"856972"
"961";21;5;2;2;2;1;1;4;3;3;2;3;1;2;1;2;3;3;1;2;1;1;2;1;1;5;5;2;3;3;3;1;"2";"7.03935037531398";"856972"
"962";21;5;2;1;2;97;1;2;2;97;2;5;97;2;2;3;3;4;1;2;1;1;2;2;1;3;1;1;3;1;1;1;"2";"7.03935037531398";"856972"
"963";24;5;2;3;3;3;1;1;2;1;3;5;1;2;2;3;3;5;1;2;1;1;2;1;1;5;5;2;3;3;3;1;"2";"7.03935037531398";"856972"
"964";24;5;2;2;2;1;5;2;2;1;1;2;1;1;2;2;1;2;11;2;1;97;2;2;1;5;5;1;1;3;3;1;"2";"7.03935037531398";"856972"
"965";21;5;1;2;3;3;6;4;2;2;3;5;2;2;2;3;2;3;5;2;1;1;1;1;1;6;5;2;3;4;3;1;"3";"0.680164570913756";"82803.3783783784"
"966";16;5;1;2;3;1;5;1;2;1;1;5;1;2;2;3;1;5;8;1;1;1;1;1;1;6;4;2;2;4;2;1;"3";"0.680164570913756";"82803.3783783784"
"967";16;5;1;3;3;1;2;2;3;1;2;5;1;2;2;3;2;4;6;2;2;;;;1;4;5;2;2;2;3;1;"3";"0.680164570913756";"82803.3783783784"
"968";16;5;1;2;3;1;4;3;3;2;2;3;2;2;2;2;3;3;4;1;1;1;2;1;1;4;5;3;3;2;3;2;"3";"0.680164570913756";"82803.3783783784"
"969";21;5;1;3;1;2;6;2;3;97;2;5;2;2;1;3;2;4;1;2;2;;;;1;3;5;2;3;1;3;1;"3";"0.680164570913756";"82803.3783783784"
"970";21;5;1;2;3;2;6;2;3;2;1;3;1;2;2;3;2;3;4;2;1;2;1;1;1;3;5;2;3;1;3;1;"3";"0.680164570913756";"82803.3783783784"
"971";21;5;1;3;3;3;6;1;97;1;1;5;1;2;2;3;3;4;7;1;1;2;1;1;1;4;5;1;2;2;3;1;"3";"0.680164570913756";"82803.3783783784"
"972";21;5;1;3;3;1;3;3;3;1;1;4;1;2;2;3;3;5;3;2;1;2;2;2;1;7;6;4;3;4;4;3;"3";"0.680164570913756";"82803.3783783784"
"973";21;5;1;2;2;1;6;1;3;1;1;5;1;2;2;3;3;5;9;2;1;1;2;2;1;4;5;1;1;2;3;1;"3";"0.680164570913756";"82803.3783783784"
"974";21;5;1;1;2;2;4;2;3;1;1;3;1;2;2;2;3;3;9;97;1;97;1;1;1;7;5;3;1;4;3;2;"3";"0.680164570913756";"82803.3783783784"
"975";21;5;1;2;3;1;6;2;2;2;1;5;2;2;1;3;3;4;8;2;1;1;1;1;1;3;5;2;2;1;3;1;"3";"0.680164570913756";"82803.3783783784"
"976";21;5;1;1;1;1;5;4;97;1;1;2;1;2;2;2;2;3;97;2;1;2;1;1;1;5;5;2;97;3;3;1;"3";"0.680164570913756";"82803.3783783784"
"977";21;5;1;2;3;2;5;1;2;2;1;4;1;2;2;2;2;3;6;2;1;2;1;2;1;2;5;2;2;1;3;1;"3";"0.680164570913756";"82803.3783783784"
"978";21;5;1;3;3;1;5;4;1;2;1;97;1;2;2;2;1;3;9;97;1;2;2;1;1;5;2;2;1;3;1;1;"3";"0.680164570913756";"82803.3783783784"
"979";21;5;1;3;3;1;6;1;3;1;1;3;1;2;1;2;2;3;7;2;1;1;1;1;1;5;5;2;2;3;3;1;"3";"0.680164570913756";"82803.3783783784"
"980";21;5;1;3;3;2;6;2;1;1;1;3;1;2;1;2;3;3;6;1;1;2;1;1;1;5;5;2;2;3;3;1;"3";"0.680164570913756";"82803.3783783784"
"981";21;5;1;2;3;1;6;4;1;1;3;4;1;2;2;2;2;3;1;2;1;2;2;2;1;5;5;2;3;3;3;1;"3";"0.680164570913756";"82803.3783783784"
"982";21;5;1;3;3;3;2;2;3;2;1;5;1;2;2;2;2;3;1;2;1;2;2;1;1;5;5;1;3;3;3;1;"3";"0.680164570913756";"82803.3783783784"
"983";21;5;1;3;3;3;6;2;3;1;3;5;1;2;1;3;3;4;3;2;1;2;1;1;1;3;6;3;3;1;4;2;"3";"0.680164570913756";"82803.3783783784"
"984";16;5;1;2;2;1;6;3;3;1;1;4;97;1;1;1;2;2;6;97;1;2;2;1;1;4;5;1;2;2;3;1;"3";"0.680164570913756";"82803.3783783784"
"985";16;5;1;2;2;1;4;2;3;1;1;3;1;2;2;2;2;2;6;2;1;1;1;1;1;4;5;2;2;2;3;1;"3";"0.680164570913756";"82803.3783783784"
"986";16;5;1;3;3;3;5;1;3;1;1;5;1;2;1;3;3;5;1;1;1;1;1;1;1;3;6;2;3;1;4;1;"3";"0.680164570913756";"82803.3783783784"
"987";16;5;1;2;3;3;3;2;2;1;2;3;1;1;1;3;2;4;6;2;1;2;2;1;1;3;5;1;2;1;3;1;"3";"0.680164570913756";"82803.3783783784"
"988";16;5;1;2;3;1;5;2;97;97;1;2;1;2;1;1;1;2;7;2;97;97;2;97;1;5;2;2;2;3;1;1;"3";"0.680164570913756";"82803.3783783784"
"989";16;5;1;3;3;1;5;4;1;3;3;3;2;2;2;2;2;3;97;2;2;;;;1;6;2;2;97;4;1;1;"3";"0.680164570913756";"82803.3783783784"
"990";16;5;1;1;1;1;5;2;3;1;1;5;1;1;2;2;3;3;1;2;1;2;2;1;1;4;5;2;3;2;3;1;"3";"0.680164570913756";"82803.3783783784"
"991";16;5;1;3;3;3;6;4;3;2;1;4;2;2;2;2;2;4;6;1;2;;;;1;6;6;2;2;4;4;1;"3";"0.680164570913756";"82803.3783783784"
"992";16;5;1;3;3;2;4;1;1;3;2;5;1;2;1;3;3;5;1;2;2;;;;1;4;5;3;3;2;3;2;"3";"0.680164570913756";"82803.3783783784"
"993";16;5;1;2;2;1;4;2;3;1;1;2;2;1;1;3;2;3;7;2;1;2;1;1;1;2;5;2;2;1;3;1;"3";"0.680164570913756";"82803.3783783784"
"994";16;5;1;97;3;3;97;97;2;1;97;5;1;2;1;3;3;5;1;97;97;97;2;97;1;7;5;97;3;4;3;97;"3";"0.680164570913756";"82803.3783783784"
"995";16;5;1;97;97;1;1;97;3;1;1;5;1;97;97;2;2;3;1;97;1;97;1;97;1;5;2;1;3;3;1;1;"3";"0.680164570913756";"82803.3783783784"
"996";16;5;1;97;2;2;1;2;2;3;1;2;1;1;1;2;1;2;11;2;1;2;1;2;1;6;2;3;1;4;1;2;"3";"0.680164570913756";"82803.3783783784"
"997";24;5;1;3;3;2;4;1;3;1;3;5;1;2;2;3;3;5;1;2;1;1;1;1;1;6;5;3;3;4;3;2;"3";"0.680164570913756";"82803.3783783784"
"998";24;5;1;3;3;3;4;4;1;1;1;3;1;2;1;2;3;2;1;2;2;;;;1;4;5;3;3;2;3;2;"3";"0.680164570913756";"82803.3783783784"
"999";24;5;1;3;2;1;5;2;2;1;1;3;1;2;2;2;2;3;8;2;2;;;;1;6;2;2;2;4;1;1;"3";"0.680164570913756";"82803.3783783784"
"1000";24;5;1;3;3;97;5;4;97;97;1;5;1;2;1;3;2;5;7;2;1;1;2;2;1;7;2;2;2;4;1;1;"3";"0.680164570913756";"82803.3783783784"
"1001";24;5;1;2;1;2;2;3;3;1;1;5;1;2;1;3;3;3;1;2;1;2;1;1;1;1;4;2;3;1;2;1;"3";"0.680164570913756";"82803.3783783784"
"1002";24;5;2;3;3;1;2;3;2;2;3;4;1;2;2;3;3;4;1;2;1;2;1;1;1;7;7;3;3;4;4;2;"1";"0.271085450967023";"33002"
"1003";21;5;2;3;3;1;4;2;3;1;1;4;1;1;1;2;2;4;5;2;1;1;1;2;1;3;7;2;3;1;4;1;"2";"4.89378156240905";"595770"
"1004";21;5;1;3;3;2;97;1;1;1;1;4;1;2;1;2;3;4;7;1;1;2;2;2;1;6;7;3;2;4;4;2;"3";"0.382638075102851";"46582.44"
"1005";16;5;1;2;3;2;6;2;2;1;2;5;1;2;2;2;3;4;7;2;1;1;1;1;1;5;7;3;2;3;4;2;"3";"0.382638075102851";"46582.44"
"1006";21;5;1;3;3;1;6;2;3;1;1;3;1;2;1;2;2;3;6;2;1;1;1;2;1;4;7;3;2;2;4;2;"3";"0.382638075102851";"46582.44"
"1007";21;5;1;2;2;3;3;2;3;1;3;4;1;2;1;2;2;3;4;2;1;2;1;1;1;4;7;97;3;2;4;97;"3";"0.382638075102851";"46582.44"
"1008";21;5;1;1;1;2;6;2;3;2;1;3;1;2;1;2;3;3;4;2;1;2;1;1;1;4;7;2;3;2;4;1;"3";"0.382638075102851";"46582.44"
"1009";21;5;1;1;2;1;4;1;2;1;1;5;1;2;2;3;3;5;7;1;1;2;1;1;1;6;7;5;2;4;4;3;"3";"0.382638075102851";"46582.44"
"1010";21;5;1;1;2;1;3;2;3;1;1;5;1;2;1;3;3;4;5;1;1;2;1;1;1;4;7;4;3;2;4;3;"3";"0.382638075102851";"46582.44"
"1011";21;5;1;3;3;2;4;1;2;1;1;5;1;2;2;3;3;5;10;2;1;2;1;1;1;4;7;1;1;2;4;1;"3";"0.382638075102851";"46582.44"
"1012";21;5;1;3;3;2;6;2;3;2;1;3;1;2;2;2;2;3;6;2;1;2;2;1;1;5;7;3;2;3;4;2;"3";"0.382638075102851";"46582.44"
"1013";16;5;1;2;3;1;5;1;2;1;3;3;1;2;2;2;2;5;7;2;97;1;2;1;1;4;7;97;2;2;4;97;"3";"0.382638075102851";"46582.44"
"1014";16;5;1;2;2;1;4;2;97;1;2;5;1;2;2;2;2;3;7;2;2;;;;1;4;7;3;2;2;4;2;"3";"0.382638075102851";"46582.44"
"1015";16;5;1;3;3;3;4;1;2;2;3;5;1;2;2;3;3;5;6;2;1;1;1;1;1;5;7;1;2;3;4;1;"3";"0.382638075102851";"46582.44"
"1016";16;5;1;3;3;97;3;2;3;2;97;4;1;2;2;2;2;3;11;1;1;1;1;1;1;6;7;3;1;4;4;2;"3";"0.382638075102851";"46582.44"
"1017";16;5;1;2;1;1;2;2;3;1;1;4;1;2;2;3;3;5;2;2;1;1;1;2;1;4;7;3;3;2;4;2;"3";"0.382638075102851";"46582.44"
"1018";24;5;1;2;3;2;5;3;3;1;1;5;2;1;1;3;3;4;3;2;1;2;1;2;1;3;7;3;3;1;4;2;"3";"0.382638075102851";"46582.44"
"1019";24;5;1;3;3;97;1;1;1;1;1;5;1;1;2;3;3;5;1;2;1;2;1;1;1;4;7;3;3;2;4;2;"3";"0.382638075102851";"46582.44"
"1020";24;5;1;2;3;97;4;1;3;1;1;4;2;2;2;3;2;4;6;2;1;2;1;2;1;5;7;5;2;3;4;3;"3";"0.382638075102851";"46582.44"
"1021";24;5;1;2;2;1;5;2;3;1;1;5;1;2;2;2;2;4;4;2;1;2;1;1;1;4;7;3;3;2;4;2;"3";"0.382638075102851";"46582.44"
"1022";24;5;1;3;3;1;4;4;97;1;3;5;1;2;2;3;2;3;6;2;1;1;2;1;1;6;7;3;2;4;4;2;"3";"0.382638075102851";"46582.44"
"1023";24;5;1;1;2;1;3;2;1;1;1;5;97;97;97;3;2;5;6;2;97;2;97;97;1;6;7;1;2;4;4;1;"3";"0.382638075102851";"46582.44"
"1024";24;5;1;1;3;3;4;1;3;1;1;5;1;2;2;3;3;5;4;2;2;;;;1;4;7;1;3;2;4;1;"3";"0.382638075102851";"46582.44"
"1025";24;5;1;3;3;1;4;3;3;1;1;4;1;2;1;2;3;4;6;97;1;1;2;1;1;6;7;3;2;4;4;2;"3";"0.382638075102851";"46582.44"
"1026";16;5;1;3;3;3;4;1;3;1;1;5;1;2;1;3;3;5;1;2;1;2;1;1;1;6;7;3;3;4;4;2;"3";"0.382638075102851";"46582.44"
"1027";16;5;1;2;2;2;4;1;1;1;3;5;1;1;2;3;3;5;1;2;2;;;;1;3;7;2;3;1;4;1;"3";"0.382638075102851";"46582.44"
"1028";16;5;1;2;3;1;4;2;2;1;1;4;1;2;1;3;3;5;3;2;1;1;2;1;1;5;7;1;3;3;4;1;"3";"0.382638075102851";"46582.44"
"1029";16;5;2;3;3;3;2;1;1;1;1;5;1;97;1;2;3;4;7;1;1;2;1;2;2;3;6;4;2;1;4;3;"1";"1.0615473633362";"129233"
"1030";16;5;2;97;2;1;5;2;2;1;1;4;1;2;97;3;3;1;6;2;97;1;2;97;2;7;2;3;2;4;1;2;"1";"1.0615473633362";"129233"
"1031";16;5;2;3;3;2;4;2;1;1;2;5;1;1;1;3;3;4;6;2;1;2;1;1;2;7;5;3;2;4;3;2;"1";"1.0615473633362";"129233"
"1032";24;5;2;2;2;2;5;4;3;1;97;5;1;2;2;3;97;5;1;97;1;1;1;1;2;7;3;4;3;4;2;3;"1";"1.0615473633362";"129233"
"1033";16;5;2;3;2;3;4;2;1;1;2;5;2;2;2;2;2;2;11;2;97;2;2;2;2;7;3;3;1;4;2;2;"2";"6.21799011475199";"756979.428571429"
"1034";21;5;2;2;2;2;2;1;2;2;2;4;2;2;1;2;2;4;1;2;1;1;1;1;2;3;5;2;3;1;3;1;"2";"6.21799011475199";"756979.428571429"
"1035";21;5;2;1;3;3;5;4;3;3;2;5;2;2;2;2;2;3;6;2;1;2;2;2;2;6;2;2;2;4;1;1;"2";"6.21799011475199";"756979.428571429"
"1036";24;5;2;1;1;3;4;2;1;97;2;2;1;2;1;1;1;2;10;2;2;;;;2;4;3;2;1;2;2;1;"2";"6.21799011475199";"756979.428571429"
"1037";24;5;2;1;2;3;4;4;3;2;3;5;1;2;1;3;3;5;7;1;1;2;2;1;2;4;2;2;2;2;1;1;"2";"6.21799011475199";"756979.428571429"
"1038";24;5;2;2;2;1;1;1;3;2;97;5;97;2;1;1;1;1;11;2;1;97;2;1;2;3;2;1;1;1;1;1;"2";"6.21799011475199";"756979.428571429"
"1039";16;5;2;1;1;1;6;4;3;3;2;5;1;2;2;2;1;2;11;2;2;;;;2;5;2;2;1;3;1;1;"2";"6.21799011475199";"756979.428571429"
"1040";16;5;1;2;1;1;5;3;2;97;1;3;1;2;97;2;1;2;11;1;1;1;2;1;2;4;5;3;1;2;3;2;"3";"0.745867434243702";"90802.0588235294"
"1041";24;5;1;3;3;3;5;3;3;97;1;4;1;2;1;3;3;4;3;2;2;;;;2;5;2;2;3;3;1;1;"3";"0.745867434243702";"90802.0588235294"
"1042";16;5;1;2;2;3;4;1;1;1;1;5;1;2;2;3;3;5;7;2;1;2;2;2;2;6;6;3;2;4;4;2;"3";"0.745867434243702";"90802.0588235294"
"1043";16;5;1;3;3;1;2;3;1;1;2;4;1;2;2;2;2;3;4;2;2;;;;2;6;2;2;3;4;1;1;"3";"0.745867434243702";"90802.0588235294"
"1044";24;5;1;1;2;1;1;2;3;2;2;1;1;1;1;3;2;3;1;1;2;;;;2;1;5;1;3;1;3;1;"3";"0.745867434243702";"90802.0588235294"
"1045";21;5;1;2;3;1;2;2;3;1;1;3;2;1;2;2;3;3;7;1;1;2;1;2;2;1;5;2;2;1;3;1;"3";"0.745867434243702";"90802.0588235294"
"1046";21;5;1;2;3;3;2;2;3;2;2;5;1;2;2;3;3;5;6;1;1;2;1;1;2;7;6;3;2;4;4;2;"3";"0.745867434243702";"90802.0588235294"
"1047";21;5;1;3;3;2;1;1;2;1;1;4;1;2;1;2;2;3;6;1;1;2;2;1;2;7;4;3;2;4;2;2;"3";"0.745867434243702";"90802.0588235294"
"1048";21;5;1;3;3;97;4;4;3;1;1;97;2;2;1;3;2;3;7;1;1;2;1;1;2;3;5;97;2;1;3;97;"3";"0.745867434243702";"90802.0588235294"
"1049";21;5;1;3;3;3;5;2;97;2;3;5;97;2;2;3;3;5;2;2;1;1;1;1;2;5;5;2;3;3;3;1;"3";"0.745867434243702";"90802.0588235294"
"1050";21;5;1;3;3;1;4;97;97;1;1;3;1;2;2;2;2;3;6;2;1;1;1;1;2;7;5;4;2;4;3;3;"3";"0.745867434243702";"90802.0588235294"
"1051";21;5;1;2;2;1;5;2;2;1;2;5;1;2;2;2;2;3;6;1;1;1;2;1;2;5;5;3;2;3;3;2;"3";"0.745867434243702";"90802.0588235294"
"1052";21;5;1;1;2;2;6;1;3;2;2;5;1;2;2;3;2;4;3;2;1;1;1;1;2;4;6;3;3;2;4;2;"3";"0.745867434243702";"90802.0588235294"
"1053";21;5;1;1;2;1;4;2;1;2;2;3;1;2;2;3;2;3;7;2;1;1;1;2;2;4;5;3;2;2;3;2;"3";"0.745867434243702";"90802.0588235294"
"1054";21;5;1;3;3;3;4;2;3;2;3;5;1;2;2;3;3;5;1;1;1;2;2;2;2;5;6;2;3;3;4;1;"3";"0.745867434243702";"90802.0588235294"
"1055";21;5;1;2;3;2;4;1;2;1;1;5;1;2;2;3;3;5;4;2;1;2;1;1;2;5;5;4;3;3;3;3;"3";"0.745867434243702";"90802.0588235294"
"1056";21;5;1;3;3;2;4;3;2;1;2;4;1;2;2;3;2;4;2;1;1;2;2;1;2;7;3;3;3;4;2;2;"3";"0.745867434243702";"90802.0588235294"
"1057";21;5;1;3;3;1;6;3;2;1;1;4;1;2;2;3;3;4;1;2;1;1;2;2;2;6;2;3;3;4;1;2;"3";"0.745867434243702";"90802.0588235294"
"1058";21;5;1;2;2;2;5;4;97;1;1;3;1;2;2;2;1;2;11;2;2;;;;2;7;6;3;1;4;4;2;"3";"0.745867434243702";"90802.0588235294"
"1059";21;5;1;1;3;1;6;2;2;1;2;5;1;2;2;3;3;4;1;1;1;2;1;2;2;4;5;3;3;2;3;2;"3";"0.745867434243702";"90802.0588235294"
"1060";16;5;1;2;2;3;5;2;2;1;1;3;1;2;97;2;3;3;6;2;1;2;1;2;2;7;5;3;2;4;3;2;"3";"0.745867434243702";"90802.0588235294"
"1061";16;5;1;2;2;3;6;3;3;2;3;5;2;2;2;3;3;5;9;2;1;2;2;1;2;5;5;3;1;3;3;2;"3";"0.745867434243702";"90802.0588235294"
"1062";16;5;1;3;3;2;4;1;2;2;1;2;1;2;2;1;1;2;11;97;1;1;1;1;2;6;5;4;1;4;3;3;"3";"0.745867434243702";"90802.0588235294"
"1063";16;5;1;3;3;2;4;1;2;2;3;5;1;2;2;3;3;5;3;2;1;2;2;2;2;7;5;2;3;4;3;1;"3";"0.745867434243702";"90802.0588235294"
"1064";16;5;1;3;3;1;3;1;2;1;1;4;1;2;1;2;3;4;5;1;1;2;1;1;2;5;5;3;3;3;3;2;"3";"0.745867434243702";"90802.0588235294"
"1065";16;5;1;3;2;3;6;2;3;1;1;3;1;2;2;2;3;3;6;1;1;2;2;1;2;6;2;3;2;4;1;2;"3";"0.745867434243702";"90802.0588235294"
"1066";16;5;1;3;3;1;4;2;3;1;2;5;1;2;1;3;3;4;5;2;1;2;1;2;2;3;5;3;3;1;3;2;"3";"0.745867434243702";"90802.0588235294"
"1067";24;5;1;2;2;1;4;2;1;1;1;4;1;2;1;2;2;3;6;1;1;2;2;1;2;1;4;2;2;1;2;1;"3";"0.745867434243702";"90802.0588235294"
"1068";24;5;1;2;3;2;4;1;3;1;1;4;1;2;2;2;3;4;2;2;2;;;;2;3;6;2;3;1;4;1;"3";"0.745867434243702";"90802.0588235294"
"1069";24;5;1;3;2;1;1;2;3;1;2;3;1;2;2;3;3;3;3;2;1;1;1;1;2;4;5;2;3;2;3;1;"3";"0.745867434243702";"90802.0588235294"
"1070";24;5;1;2;2;1;5;3;2;1;1;2;1;2;2;2;2;3;8;2;1;2;2;2;2;6;5;3;2;4;3;2;"3";"0.745867434243702";"90802.0588235294"
"1071";16;5;1;2;2;3;2;3;3;1;1;3;1;1;2;2;3;3;5;2;1;2;2;2;2;1;5;1;3;1;3;1;"3";"0.745867434243702";"90802.0588235294"
"1072";16;5;1;3;3;1;1;4;1;1;2;2;1;2;2;2;2;3;5;2;1;2;2;2;2;3;5;2;3;1;3;1;"3";"0.745867434243702";"90802.0588235294"
"1073";16;5;1;2;3;3;1;2;3;2;2;5;1;2;1;3;3;5;4;2;1;2;2;1;2;5;5;3;3;3;3;2;"3";"0.745867434243702";"90802.0588235294"
"1074";21;5;2;3;3;2;4;1;1;1;1;5;1;2;2;3;3;5;1;1;1;2;1;1;2;6;7;5;3;4;4;3;"1";"0.166206381881909";"20234"
"1075";21;5;2;3;3;3;3;1;1;1;1;5;1;2;1;2;3;4;4;1;1;2;1;1;2;5;7;3;3;3;4;2;"2";"1.00779081667402";"122688.666666667"
"1076";16;5;2;3;3;3;4;2;3;1;1;5;1;2;2;3;3;5;7;1;1;1;1;1;2;5;7;5;2;3;4;3;"2";"1.00779081667402";"122688.666666667"
"1077";16;5;2;3;2;2;3;1;3;1;1;4;1;2;97;3;3;3;6;2;1;2;97;1;2;7;7;5;2;4;4;3;"2";"1.00779081667402";"122688.666666667"
"1078";21;5;1;3;3;2;6;4;2;97;2;5;1;2;2;3;3;5;1;1;1;1;2;1;2;7;7;4;3;4;4;3;"3";"0.215141014498537";"26191.3125"
"1079";21;5;1;1;2;2;6;1;3;1;2;5;1;2;2;3;3;4;3;97;1;2;1;2;2;7;7;5;3;4;4;3;"3";"0.215141014498537";"26191.3125"
"1080";24;5;1;1;1;1;6;2;2;2;1;2;1;2;2;2;2;2;7;2;1;2;2;1;2;4;7;4;2;2;4;3;"3";"0.215141014498537";"26191.3125"
"1081";16;5;1;1;1;1;4;2;2;1;1;3;1;2;2;2;2;3;5;2;1;2;2;2;2;6;7;4;3;4;4;3;"3";"0.215141014498537";"26191.3125"
"1082";21;5;1;2;2;2;6;2;3;2;1;4;1;2;2;2;3;4;9;1;1;2;1;1;2;5;7;3;1;3;4;2;"3";"0.215141014498537";"26191.3125"
"1083";21;5;1;2;2;1;6;2;3;1;1;5;1;2;2;2;3;4;3;2;1;1;1;2;2;4;7;5;3;2;4;3;"3";"0.215141014498537";"26191.3125"
"1084";21;5;1;3;3;1;2;1;3;1;1;4;1;1;1;2;2;4;5;1;1;2;2;1;2;3;7;4;3;1;4;3;"3";"0.215141014498537";"26191.3125"
"1085";21;5;1;3;3;3;6;2;3;1;1;3;1;1;2;2;2;3;7;1;1;1;2;1;2;6;7;4;2;4;4;3;"3";"0.215141014498537";"26191.3125"
"1086";21;5;1;2;3;2;2;1;3;1;1;5;1;2;2;2;2;3;6;2;1;2;1;1;2;6;7;3;2;4;4;2;"3";"0.215141014498537";"26191.3125"
"1087";21;5;1;1;3;97;4;2;3;1;2;5;1;2;2;3;3;4;4;2;1;2;1;1;2;7;7;5;3;4;4;3;"3";"0.215141014498537";"26191.3125"
"1088";21;5;1;2;3;2;1;2;2;1;1;4;1;2;2;3;3;4;6;1;1;2;2;1;2;3;7;3;2;1;4;2;"3";"0.215141014498537";"26191.3125"
"1089";21;5;1;3;3;3;3;2;2;1;1;4;1;2;2;3;2;4;4;2;1;2;1;2;2;4;7;4;3;2;4;3;"3";"0.215141014498537";"26191.3125"
"1090";21;5;1;3;3;3;1;2;3;1;1;5;1;2;1;2;3;3;6;2;1;1;2;2;2;7;7;1;2;4;4;1;"3";"0.215141014498537";"26191.3125"
"1091";16;5;1;3;3;3;4;2;1;1;1;3;2;2;2;2;2;3;7;2;1;2;1;1;2;6;7;2;2;4;4;1;"3";"0.215141014498537";"26191.3125"
